,T_K,T_F,RH,DewPoint,Pressure,RadDir_Wm2,RadDiff_Wm2,LWRad,SWNorm,SWRad,WindDir,WindSpd_ms
0,268.079407,22.8729326,33.70155,254.819717,100092.695312,0.0,0.0,181.923141,0.0,0.0,241.485535,7.90185
