,T_K,T_F,RH,DewPoint,Pressure,RadDir_Wm2,RadDiff_Wm2,LWRad,SWNorm,SWRad,WindDir,WindSpd_ms
0,268.092438,22.8963884,33.714062,254.835251,100108.351562,0.0,0.0,181.914352,0.0,0.0,240.86322,7.750583
