,T_K,T_F,RH,DewPoint,Pressure,RadDir_Wm2,RadDiff_Wm2,LWRad,SWNorm,SWRad,WindDir,WindSpd_ms
0,268.085693,22.8842474,33.73457,254.832611,100102.648438,0.0,0.0,181.92482,0.0,0.0,240.978394,7.785267
