,T_K,T_F,RH,DewPoint,Pressure,RadDir_Wm2,RadDiff_Wm2,LWRad,SWNorm,SWRad,WindDir,WindSpd_ms
0,268.043365,22.808057,33.785694,254.800507,100061.664062,0.0,0.0,181.982468,0.0,0.0,242.354462,8.138798
