,T_K,T_F,RH,DewPoint,Pressure,RadDir_Wm2,RadDiff_Wm2,LWRad,SWNorm,SWRad,WindDir,WindSpd_ms
0,268.0753325,22.86559849999995,33.739294,254.823189,100093.3476565,0.0,0.0,181.9388125,0.0,0.0,241.382782,7.88318
