,T_K,T_F,RH,DewPoint,Pressure,RadDir_Wm2,RadDiff_Wm2,LWRad,SWNorm,SWRad,WindDir,WindSpd_ms
0,268.09375,22.89875,33.67189,254.828125,100106.90625,0.0,0.0,181.899078,0.0,0.0,241.087662,7.804702
