,T_K,T_F,RH,DewPoint,Pressure,RadDir_Wm2,RadDiff_Wm2,LWRad,SWNorm,SWRad,WindDir,WindSpd_ms
0,268.104187,22.9175366000001,33.663097,254.836807,100117.84375,0.0,0.0,181.901047,0.0,0.0,240.717255,7.728365
