,T_K,T_F,RH,DewPoint,Pressure,RadDir_Wm2,RadDiff_Wm2,LWRad,SWNorm,SWRad,WindDir,WindSpd_ms
0,268.048248,22.8168464,33.794106,254.807068,100067.328125,0.0,0.0,181.988251,0.0,0.0,242.222519,8.084923
