,T_K,T_F,RH,DewPoint,Pressure,RadDir_Wm2,RadDiff_Wm2,LWRad,SWNorm,SWRad,WindDir,WindSpd_ms
0,268.029907,22.7838326,33.813885,254.792679,100047.695312,0.0,0.0,181.993103,0.0,0.0,242.738144,8.238676
