,T_K,T_F,RH,DewPoint,Pressure,RadDir_Wm2,RadDiff_Wm2,LWRad,SWNorm,SWRad,WindDir,WindSpd_ms
0,268.01712,22.760816,34.042992,254.825714,100092.59375,0.0,0.0,181.908493,0.0,0.0,240.436325,7.827708
