,T_K,T_F,RH,DewPoint,Pressure,RadDir_Wm2,RadDiff_Wm2,LWRad,SWNorm,SWRad,WindDir,WindSpd_ms
0,268.074921,22.8648578,33.725479,254.820023,100090.054688,0.0,0.0,181.934967,0.0,0.0,241.561813,7.914747
