,T_K,T_F,RH,DewPoint,Pressure,RadDir_Wm2,RadDiff_Wm2,LWRad,SWNorm,SWRad,WindDir,WindSpd_ms
0,268.018799,22.7638382,33.86591,254.791977,100041.632812,0.0,0.0,182.032272,0.0,0.0,242.906219,8.275802
