,T_K,T_F,RH,DewPoint,Pressure,RadDir_Wm2,RadDiff_Wm2,LWRad,SWNorm,SWRad,WindDir,WindSpd_ms
0,268.061127,22.8400286,33.760807,254.813293,100078.5625,0.0,0.0,181.96347,0.0,0.0,241.891052,8.003654
