,T_K,T_F,RH,DewPoint,Pressure,RadDir_Wm2,RadDiff_Wm2,LWRad,SWNorm,SWRad,WindDir,WindSpd_ms
0,268.059326,22.8367868,33.797394,254.818802,100078.703125,0.0,0.0,181.9832,0.0,0.0,241.762115,7.966213
