,T_K,T_F,RH,DewPoint,Pressure,RadDir_Wm2,RadDiff_Wm2,LWRad,SWNorm,SWRad,WindDir,WindSpd_ms
0,268.087524,22.8875431999999,33.826,254.852722,100140.085938,0.0,0.0,181.828522,0.0,0.0,239.267136,7.497306
