,T_K,T_F,RH,DewPoint,Pressure,RadDir_Wm2,RadDiff_Wm2,LWRad,SWNorm,SWRad,WindDir,WindSpd_ms
0,268.101318,22.9123724,33.754955,254.85231,100136.304688,0.0,0.0,181.8517,0.0,0.0,239.634705,7.518772
