OBJECTID_1,Join_Count,TARGET_FID,OBJECTID,BLDGID,MEAN_AVGHT,Shape_Leng,donut,Field1,OID_,Time_UTC,Lat,Lon,Temp_K_,DewPoint_K_,RelHumid,Pressure,RadDir_Wm_2_,RadDiff_Wm_2_,LWRad,SWNorm,SWRad,WindDir_from_,WindSpeed_ms_1_,SnowDepth_cm_,x,coord,coord_X,coord_Y,T_F,BUFF_DIST,ORIG_FID,ORIG_FID_1,Shape_Area_1,Shape_Length,Shape_Area
118,3,117,118,1623.000000000000000,38.409999999999997,0.003246117493430,0,428,428,2015-01-01_00:00:00,41.874637999999997,-87.631041999999994,268.072051999999990,254.824828999999990,33.763900999999997,100090.234375000000000,0,0,181.952942000000010,0,0,241.424895999999990,7.886193000000000,0,NA,41.874638 -87.631042;41.875484 -87.632172;41.875484 -87.631042,-87.631041999999994,41.874637999999997,22.859693600000000,45.000000000000000,428,428,0.000000878493205,0.003788919999920,0.000000630253184
119,1,118,119,1697.000000000000000,13.730000000000000,0.000272529641400,0,446,446,2015-01-01_00:00:00,41.875464999999998,-87.635589999999993,268.043671000000020,254.807921999999990,33.821266000000001,100064.476562000000000,0,0,182.011871000000010,0,0,242.236160000000010,8.097910000000001,0,NA,41.875465 -87.63559,-87.635589999999993,41.875464999999998,22.808607800000001,45.000000000000000,446,446,0.000000878504549,0.003788948000079,0.000000004372376
120,4,119,120,1700.000000000000000,17.489999999999998,0.003524773382860,0,422,422,2015-01-01_00:00:00,41.874599000000003,-87.637878000000001,268.028748000000010,254.800735000000000,33.859912999999999,100051.953125000000000,0,0,182.035233000000010,0,0,242.563354000000000,8.184481000000000,0,NA,41.874599 -87.637878;41.874607 -87.636719;41.875458 -87.637878;41.875458 -87.636719,-87.637878000000001,41.874599000000003,22.781746399999999,45.000000000000000,422,422,0.000000878491584,0.003788915999962,0.000000620509665
121,4,120,121,1709.000000000000000,39.880000000000003,0.003211304696790,0,431,431,2015-01-01_00:00:00,41.874664000000003,-87.627624999999995,268.093596999999990,254.837082000000010,33.717430000000000,100109.296875000000000,0,0,181.908676000000010,0,0,240.804977000000010,7.735395000000000,0,NA,41.874664 -87.627625;41.874672 -87.626465;41.875507 -87.627625;41.875515 -87.626465,-87.627624999999995,41.874664000000003,22.898474600000000,45.000000000000000,431,431,0.000000878493205,0.003788919999920,0.000000582002820
122,1,121,122,1755.000000000000000,26.260000000000002,0.001986514724650,0,454,454,2015-01-01_00:00:00,41.875515000000000,-87.626464999999996,268.099060000000010,254.839080999999990,33.700138000000003,100115.156250000000000,0,0,181.903580000000010,0,0,240.687041999999990,7.707525000000000,0,NA,41.875515 -87.626465,-87.626464999999996,41.875515000000000,22.908308000000002,45.000000000000000,454,454,0.000000878504549,0.003788947999965,0.000000235250159
123,4,122,123,1779.000000000000000,28.020000000000000,0.006172831053760,0,433,433,2015-01-01_00:00:00,41.874676000000001,-87.625336000000004,268.106749999999980,254.844894000000010,33.690742000000000,100123.414062000000000,0,0,181.887497000000000,0,0,240.413085999999990,7.643723000000000,0,NA,41.874676 -87.625336;41.874676 -87.624207;41.875526 -87.625336;41.875526 -87.624207,-87.625336000000004,41.874676000000001,22.922149999999899,45.000000000000000,433,433,0.000000878493205,0.003788920000034,0.000000978438498
124,2,123,124,2248.000000000000000,5.510000000000000,0.000748254982883,0,451,451,2015-01-01_00:00:00,41.875492000000001,-87.629883000000007,268.077971999999990,254.827087000000010,33.745578999999999,100095.625000000000000,0,0,181.940277000000010,0,0,241.243164000000010,7.851555000000000,0,NA,41.875492 -87.629883;41.876343 -87.629913,-87.629883000000007,41.875492000000001,22.870349600000001,45.000000000000000,451,451,0.000000878504549,0.003788948000079,0.000000024166124
125,2,124,125,2251.000000000000000,30.129999999999999,0.001688312884530,0,454,454,2015-01-01_00:00:00,41.875515000000000,-87.626464999999996,268.099060000000010,254.839080999999990,33.700138000000003,100115.156250000000000,0,0,181.903580000000010,0,0,240.687041999999990,7.707525000000000,0,NA,41.875515 -87.626465;41.876369 -87.626495,-87.626464999999996,41.875515000000000,22.908308000000002,45.000000000000000,454,454,0.000000878504549,0.003788947999965,0.000000136569327
126,2,125,126,2726.000000000000000,9.199999999999999,0.001818504296320,0,448,448,2015-01-01_00:00:00,41.875481000000001,-87.633301000000003,268.056549000000020,254.815186000000010,33.793163000000000,100077.078125000000000,0,0,181.979401000000000,0,0,241.825424000000000,7.999510000000000,0,NA,41.875481 -87.633301;41.876328 -87.633331,-87.633301000000003,41.875481000000001,22.831788199999998,45.000000000000000,448,448,0.000000878504549,0.003788948000079,0.000000199672645
127,2,126,127,2861.000000000000000,16.940000000000001,0.002209777484030,0,467,467,2015-01-01_00:00:00,41.876305000000002,-87.636748999999995,268.035461000000000,254.802505000000000,33.835247000000003,100057.062500000000000,0,0,182.023056000000000,0,0,242.423476999999990,8.159064000000001,0,NA,41.876305 -87.636749;41.876308 -87.63562,-87.636748999999995,41.876305000000002,22.793829800000001,45.000000000000000,467,467,0.000000878515893,0.003788975999896,0.000000217204407
128,1,127,128,2868.000000000000000,6.750000000000000,0.001596750227150,0,476,476,2015-01-01_00:00:00,41.876368999999997,-87.626495000000006,268.098724000000000,254.837692000000000,33.694859000000001,100114.234375000000000,0,0,181.910811999999990,0,0,240.728805999999990,7.727075000000000,0,NA,41.876369 -87.626495,-87.626495000000006,41.876368999999997,22.907703200000000,45.000000000000000,476,476,0.000000878515893,0.003788976000010,0.000000099597193
129,3,128,129,3225.000000000000000,55.490000000000002,0.005210667835000,0,422,422,2015-01-01_00:00:00,41.874599000000003,-87.637878000000001,268.028748000000010,254.800735000000000,33.859912999999999,100051.953125000000000,0,0,182.035233000000010,0,0,242.563354000000000,8.184481000000000,0,NA,41.874599 -87.637878;41.875458 -87.637878;41.876305 -87.637878,-87.637878000000001,41.874599000000003,22.781746399999999,45.000000000000000,422,422,0.000000878491584,0.003788915999962,0.000000555627596
130,1,129,130,3283.000000000000000,8.170000000000000,0.000861594069225,0,470,470,2015-01-01_00:00:00,41.876328000000001,-87.633330999999998,268.056885000000020,254.814315999999990,33.787143999999998,100076.289062000000000,0,0,181.978561000000010,0,0,241.870621000000000,8.014166000000000,0,NA,41.876328 -87.633331,-87.633330999999998,41.876328000000001,22.832393000000000,45.000000000000000,470,470,0.000000878515893,0.003788975999896,0.000000044424449
131,3,130,131,3296.000000000000000,24.530000000000001,0.003909143305500,0,451,451,2015-01-01_00:00:00,41.875492000000001,-87.629883000000007,268.077971999999990,254.827087000000010,33.745578999999999,100095.625000000000000,0,0,181.940277000000010,0,0,241.243164000000010,7.851555000000000,0,NA,41.875492 -87.629883;41.876339 -87.631042;41.876343 -87.629913,-87.629883000000007,41.875492000000001,22.870349600000001,45.000000000000000,451,451,0.000000878504549,0.003788948000079,0.000000489803950
132,1,131,132,3346.000000000000000,141.680000000000010,0.002165749779780,0,469,469,2015-01-01_00:00:00,41.876320000000000,-87.634460000000004,268.049651999999980,254.810349000000000,33.803448000000003,100070.007812000000000,0,0,181.991301999999990,0,0,242.058197000000010,8.064125000000001,0,NA,41.87632 -87.63446,-87.634460000000004,41.876320000000000,22.819373599999899,45.000000000000000,469,469,0.000000878515893,0.003788976000124,0.000000222150565
133,2,132,133,3353.000000000000000,28.730000000000000,0.001402248159050,0,469,469,2015-01-01_00:00:00,41.876320000000000,-87.634460000000004,268.049651999999980,254.810349000000000,33.803448000000003,100070.007812000000000,0,0,181.991301999999990,0,0,242.058197000000010,8.064125000000001,0,NA,41.87632 -87.63446;41.876328 -87.633331,-87.634460000000004,41.876320000000000,22.819373599999899,45.000000000000000,469,469,0.000000878515893,0.003788976000124,0.000000122888885
134,1,133,134,3363.000000000000000,17.469999999999999,0.001714643673620,0,470,470,2015-01-01_00:00:00,41.876328000000001,-87.633330999999998,268.056885000000020,254.814315999999990,33.787143999999998,100076.289062000000000,0,0,181.978561000000010,0,0,241.870621000000000,8.014166000000000,0,NA,41.876328 -87.633331,-87.633330999999998,41.876328000000001,22.832393000000000,45.000000000000000,470,470,0.000000878515893,0.003788975999896,0.000000147172028
135,3,134,135,3372.000000000000000,39.430000000000000,0.002744011817220,0,449,449,2015-01-01_00:00:00,41.875484000000000,-87.632171999999997,268.065216000000020,254.819870000000010,33.773269999999997,100083.289062000000000,0,0,181.965225000000000,0,0,241.629180999999990,7.953165000000000,0,NA,41.875484 -87.632172;41.875484 -87.631042;41.876339 -87.631042,-87.632171999999997,41.875484000000000,22.847388800000001,45.000000000000000,449,449,0.000000878504549,0.003788948000079,0.000000374033137
136,2,135,136,3375.000000000000000,11.930000000000000,0.002349888492130,0,472,472,2015-01-01_00:00:00,41.876339000000002,-87.631041999999994,268.071747000000020,254.822478999999990,33.753670000000000,100088.554688000000000,0,0,181.953430000000000,0,0,241.489882999999990,7.916586000000000,0,NA,41.876339 -87.631042;41.877186 -87.631042,-87.631041999999994,41.876339000000002,22.859144600000000,45.000000000000000,472,472,0.000000878515893,0.003788976000010,0.000000273120990
137,3,136,137,3416.000000000000000,54.500000000000000,0.002441630342640,0,452,452,2015-01-01_00:00:00,41.875495999999998,-87.628754000000001,268.084075999999980,254.830597000000010,33.732624000000001,100101.710938000000000,0,0,181.927780000000010,0,0,241.046646000000010,7.798678000000000,0,NA,41.875496 -87.628754;41.87635 -87.628784;41.877193 -87.628784,-87.628754000000001,41.875495999999998,22.881336800000000,45.000000000000000,452,452,0.000000878504549,0.003788947999965,0.000000246203338
138,6,137,138,3421.000000000000000,47.609999999999999,0.003556750249990,0,452,452,2015-01-01_00:00:00,41.875495999999998,-87.628754000000001,268.084075999999980,254.830597000000010,33.732624000000001,100101.710938000000000,0,0,181.927780000000010,0,0,241.046646000000010,7.798678000000000,0,NA,41.875496 -87.628754;41.875507 -87.627625;41.87635 -87.628784;41.876358 -87.627625;41.877193 -87.628784;41.877205 -87.627625,-87.628754000000001,41.875495999999998,22.881336800000000,45.000000000000000,452,452,0.000000878504549,0.003788947999965,0.000000778097475
139,6,138,139,3476.000000000000000,38.810000000000002,0.003259248994650,0,453,453,2015-01-01_00:00:00,41.875506999999999,-87.627624999999995,268.092438000000020,254.835251000000000,33.714061999999998,100108.351562000000000,0,0,181.914352000000010,0,0,240.863220000000010,7.750583000000000,0,NA,41.875507 -87.627625;41.875515 -87.626465;41.876358 -87.627625;41.876369 -87.626495;41.877205 -87.627625;41.877209 -87.626495,-87.627624999999995,41.875506999999999,22.896388399999999,45.000000000000000,453,453,0.000000878504549,0.003788948000079,0.000000585474131
140,2,139,140,3500.000000000000000,16.629999999999999,0.001387067248340,0,473,473,2015-01-01_00:00:00,41.876342999999999,-87.629913000000002,268.076996000000010,254.825515999999990,33.742587999999998,100094.703125000000000,0,0,181.943817000000000,0,0,241.294754000000010,7.862334000000000,0,NA,41.876343 -87.629913;41.87719 -87.629913,-87.629913000000002,41.876342999999999,22.868592799999998,45.000000000000000,473,473,0.000000878515893,0.003788976000124,0.000000078916949
141,2,140,141,3507.000000000000000,69.150000000000006,0.001215474969150,0,477,477,2015-01-01_00:00:00,41.876373000000001,-87.625336000000004,268.105437999999990,254.841613999999990,33.680908000000002,100121.531250000000000,0,0,181.900543000000000,0,0,240.552123999999990,7.684541000000000,0,NA,41.876373 -87.625336;41.877224 -87.625366,-87.625336000000004,41.876373000000001,22.919788400000002,45.000000000000000,477,477,0.000000878515893,0.003788975999896,0.000000090986776
142,6,141,142,3518.000000000000000,47.460000000000001,0.006033700131090,0,455,455,2015-01-01_00:00:00,41.875526000000001,-87.625336000000004,268.106475999999990,254.843383999999990,33.684547000000002,100122.460938000000000,0,0,181.893265000000010,0,0,240.476395000000000,7.664413000000000,0,NA,41.875526 -87.625336;41.875526 -87.624207;41.876373 -87.625336;41.876381 -87.624207;41.877224 -87.625366;41.877228 -87.624207,-87.625336000000004,41.875526000000001,22.921656800000001,45.000000000000000,455,455,0.000000878504549,0.003788948000079,0.000001175603740
143,1,142,143,3553.000000000000000,9.890000000000001,0.000774078141722,0,498,498,2015-01-01_00:00:00,41.877209000000001,-87.626495000000006,268.098602000000030,254.836516999999990,33.689597999999997,100113.335938000000000,0,0,181.910675000000000,0,0,240.775879000000000,7.744261000000000,0,NA,41.877209 -87.626495,-87.626495000000006,41.877209000000001,22.907483599999999,45.000000000000000,498,498,0.000000878527237,0.003789003999941,0.000000008478543
144,2,143,144,3684.000000000000000,9.430000000000000,0.001395182479450,0,493,493,2015-01-01_00:00:00,41.877186000000002,-87.632202000000007,268.063476999999980,254.817016999999990,33.767715000000003,100081.515625000000000,0,0,181.965012000000000,0,0,241.761536000000010,7.974966000000000,0,NA,41.877186 -87.632202;41.877186 -87.631042,-87.632202000000007,41.877186000000002,22.844258599999900,45.000000000000000,493,493,0.000000878527237,0.003789003999941,0.000000033810935
145,2,144,145,3713.000000000000000,10.690000000000000,0.003023431887910,0,496,496,2015-01-01_00:00:00,41.877192999999998,-87.628783999999996,268.082642000000020,254.827682000000010,33.725226999999997,100099.984375000000000,0,0,181.932892000000010,0,0,241.142029000000010,7.827088000000000,0,NA,41.877193 -87.628784;41.877205 -87.627625,-87.628783999999996,41.877192999999998,22.878755600000002,45.000000000000000,496,496,0.000000878527237,0.003789004000055,0.000000132778280
146,1,145,146,3718.000000000000000,8.359999999999999,0.000683460433795,0,498,498,2015-01-01_00:00:00,41.877209000000001,-87.626495000000006,268.098602000000030,254.836516999999990,33.689597999999997,100113.335938000000000,0,0,181.910675000000000,0,0,240.775879000000000,7.744261000000000,0,NA,41.877209 -87.626495,-87.626495000000006,41.877209000000001,22.907483599999999,45.000000000000000,498,498,0.000000878527237,0.003789003999941,0.000000011169235
147,2,146,147,3932.000000000000000,46.799999999999997,0.001765811677590,0,491,491,2015-01-01_00:00:00,41.877167000000000,-87.634460000000004,268.049530000000000,254.809372000000000,33.799174999999998,100069.195312000000000,0,0,181.990661999999990,0,0,242.113480000000010,8.071195000000000,0,NA,41.877167 -87.63446;41.877178 -87.633331,-87.634460000000004,41.877167000000000,22.819154000000001,45.000000000000000,491,491,0.000000878527237,0.003789004000055,0.000000131014509
148,3,147,148,4958.000000000000000,129.830000000000010,0.003940055480170,0,489,489,2015-01-01_00:00:00,41.877150999999998,-87.636748999999995,268.035034000000000,254.801436999999990,33.832016000000003,100056.093750000000000,0,0,182.019591999999990,0,0,242.479507000000010,8.168250000000001,0,NA,41.877151 -87.636749;41.877163 -87.63562;41.878006 -87.63562,-87.636748999999995,41.877150999999998,22.793061200000000,45.000000000000000,489,489,0.000000878527237,0.003789004000055,0.000000459034665
149,4,148,149,5089.000000000000000,84.030000000000001,0.005263353307400,0,487,487,2015-01-01_00:00:00,41.877136000000000,-87.639037999999999,268.019500999999990,254.793105999999990,33.868023000000001,100042.523438000000000,0,0,182.037871999999990,0,0,242.854858000000010,8.271530000000000,0,NA,41.877136 -87.639038;41.877151 -87.637878;41.877995 -87.639038;41.877995 -87.637909,-87.639037999999999,41.877136000000000,22.765101800000000,45.000000000000000,487,487,0.000000878527237,0.003789004000055,0.000000411985655
150,4,149,150,5099.000000000000000,52.680000000000000,0.003065472739550,0,497,497,2015-01-01_00:00:00,41.877204999999996,-87.627624999999995,268.090423999999980,254.832000999999990,33.707870000000000,100106.609375000000000,0,0,181.922760000000010,0,0,240.947327000000000,7.783362000000000,0,NA,41.877205 -87.627625;41.877209 -87.626495;41.878056 -87.627625;41.878067 -87.626495,-87.627624999999995,41.877204999999996,22.892763200000001,45.000000000000000,497,497,0.000000878527237,0.003789003999827,0.000000534665493
151,2,150,151,5100.000000000000000,108.530000000000000,0.001805859360440,0,489,489,2015-01-01_00:00:00,41.877150999999998,-87.636748999999995,268.035034000000000,254.801436999999990,33.832016000000003,100056.093750000000000,0,0,182.019591999999990,0,0,242.479507000000010,8.168250000000001,0,NA,41.877151 -87.636749;41.877998 -87.63678,-87.636748999999995,41.877150999999998,22.793061200000000,45.000000000000000,489,489,0.000000878527237,0.003789004000055,0.000000166325785
152,1,151,152,5108.000000000000000,49.340000000000003,0.001658509290520,0,513,513,2015-01-01_00:00:00,41.878010000000003,-87.634490999999997,268.049011000000010,254.808258000000000,33.796196000000002,100068.242188000000000,0,0,181.994843000000000,0,0,242.170242000000000,8.076701999999999,0,NA,41.87801 -87.634491,-87.634490999999997,41.878010000000003,22.818219800000001,45.000000000000000,513,513,0.000000878538581,0.003789032000100,0.000000149697795
153,3,152,153,5113.000000000000000,33.969999999999999,0.005640457582920,0,491,491,2015-01-01_00:00:00,41.877167000000000,-87.634460000000004,268.049530000000000,254.809372000000000,33.799174999999998,100069.195312000000000,0,0,181.990661999999990,0,0,242.113480000000010,8.071195000000000,0,NA,41.877167 -87.63446;41.87801 -87.634491;41.878021 -87.633362,-87.634460000000004,41.877167000000000,22.819154000000001,45.000000000000000,491,491,0.000000878527237,0.003789004000055,0.000000787902787
154,2,153,154,5114.000000000000000,84.109999999999999,0.003733015942920,0,492,492,2015-01-01_00:00:00,41.877178000000001,-87.633330999999998,268.057128999999970,254.813477000000010,33.781708000000002,100075.320312000000000,0,0,181.981597999999990,0,0,241.932419000000010,8.020725000000001,0,NA,41.877178 -87.633331;41.878021 -87.633362,-87.633330999999998,41.877178000000001,22.832832199999899,45.000000000000000,492,492,0.000000878527237,0.003789004000055,0.000000848086454
155,9,154,155,5133.000000000000000,46.170000000000002,0.036329718091300,0,383,383,2015-01-01_00:00:00,41.872940000000000,-87.632141000000004,268.065308000000020,254.823624000000000,33.791553000000000,100085.875000000000000,0,0,181.967223999999990,0,0,241.453017999999990,7.895551000000000,0,NA,41.87294 -87.632141;41.873775 -87.632172;41.874634 -87.632172;41.875484 -87.632172;41.876331 -87.632202;41.877186 -87.632202;41.877186 -87.631042;41.878029 -87.632202;41.878036 -87.631073,-87.632141000000004,41.872940000000000,22.847554400000000,45.000000000000000,383,383,0.000000878468896,0.003788859999986,0.000003649272928
156,4,155,156,5152.000000000000000,72.489999999999995,0.002931484274660,0,494,494,2015-01-01_00:00:00,41.877186000000002,-87.631041999999994,268.070190000000030,254.820724000000010,33.752701000000002,100087.585938000000000,0,0,181.953674000000010,0,0,241.567093000000000,7.926124000000000,0,NA,41.877186 -87.631042;41.87719 -87.629913;41.878036 -87.631073;41.878044 -87.629913,-87.631041999999994,41.877186000000002,22.856342000000001,45.000000000000000,494,494,0.000000878527237,0.003789003999941,0.000000391059257
157,2,156,157,5153.000000000000000,59.840000000000003,0.003041754550600,0,495,495,2015-01-01_00:00:00,41.877189999999999,-87.629913000000002,268.075775000000020,254.823883000000000,33.740551000000004,100093.765625000000000,0,0,181.940613000000010,0,0,241.362731999999990,7.876439000000000,0,NA,41.87719 -87.629913;41.878044 -87.629913,-87.629913000000002,41.877189999999999,22.866395000000001,45.000000000000000,495,495,0.000000878527237,0.003789004000055,0.000000280127958
158,2,157,158,5160.000000000000000,50.420000000000002,0.002881689534210,0,495,495,2015-01-01_00:00:00,41.877189999999999,-87.629913000000002,268.075775000000020,254.823883000000000,33.740551000000004,100093.765625000000000,0,0,181.940613000000010,0,0,241.362731999999990,7.876439000000000,0,NA,41.87719 -87.629913;41.878044 -87.629913,-87.629913000000002,41.877189999999999,22.866395000000001,45.000000000000000,495,495,0.000000878527237,0.003789004000055,0.000000387484875
159,2,158,159,5172.000000000000000,83.599999999999994,0.002562010283860,0,515,515,2015-01-01_00:00:00,41.878028999999998,-87.632202000000007,268.062285999999970,254.815520999999990,33.766196999999998,100080.437500000000000,0,0,181.963730000000000,0,0,241.794632000000010,7.985281000000000,0,NA,41.878029 -87.632202;41.878036 -87.631073,-87.632202000000007,41.878028999999998,22.842114799999901,45.000000000000000,515,515,0.000000878538581,0.003789031999986,0.000000266804733
160,3,159,160,5178.000000000000000,33.979999999999997,0.004048475737930,0,496,496,2015-01-01_00:00:00,41.877192999999998,-87.628783999999996,268.082642000000020,254.827682000000010,33.725226999999997,100099.984375000000000,0,0,181.932892000000010,0,0,241.142029000000010,7.827088000000000,0,NA,41.877193 -87.628784;41.878052 -87.628784;41.878056 -87.627625,-87.628783999999996,41.877192999999998,22.878755600000002,45.000000000000000,496,496,0.000000878527237,0.003789004000055,0.000000417705024
161,2,160,161,5187.000000000000000,54.320000000000000,0.002689920882550,0,496,496,2015-01-01_00:00:00,41.877192999999998,-87.628783999999996,268.082642000000020,254.827682000000010,33.725226999999997,100099.984375000000000,0,0,181.932892000000010,0,0,241.142029000000010,7.827088000000000,0,NA,41.877193 -87.628784;41.878052 -87.628784,-87.628783999999996,41.877192999999998,22.878755600000002,45.000000000000000,496,496,0.000000878527237,0.003789004000055,0.000000283544982
162,1,161,162,5277.000000000000000,60.479999999999997,0.001943990256270,0,520,520,2015-01-01_00:00:00,41.878067000000001,-87.626495000000006,268.098235999999990,254.835311999999990,33.685344999999998,100112.453125000000000,0,0,181.909668000000010,0,0,240.818358999999990,7.754327000000000,0,NA,41.878067 -87.626495,-87.626495000000006,41.878067000000001,22.906824799999999,45.000000000000000,520,520,0.000000878540202,0.003789035999944,0.000000211755599
163,4,162,163,5347.000000000000000,94.920000000000002,0.007255888121530,0,499,499,2015-01-01_00:00:00,41.877223999999998,-87.625366000000000,268.105346999999990,254.840408000000000,33.675334999999997,100120.632812000000000,0,0,181.902206000000010,0,0,240.613128999999990,7.699782000000000,0,NA,41.877224 -87.625366;41.877228 -87.624207;41.878067 -87.625366;41.878075 -87.624207,-87.625366000000000,41.877223999999998,22.919624599999999,45.000000000000000,499,499,0.000000878527237,0.003789004000055,0.000001351217997
164,2,163,164,5845.000000000000000,10.050000000000001,0.001089975447210,0,512,512,2015-01-01_00:00:00,41.878005999999999,-87.635620000000003,268.041045999999990,254.803969999999990,33.814655000000002,100061.851562000000000,0,0,182.005737000000010,0,0,242.356308000000010,8.127755000000001,0,NA,41.878006 -87.63562;41.878857 -87.63562,-87.635620000000003,41.878005999999999,22.803882800000000,45.000000000000000,512,512,0.000000878538581,0.003789032000100,0.000000072689669
165,1,164,165,5914.000000000000000,2.280000000000000,0.000343461151042,0,533,533,2015-01-01_00:00:00,41.878852999999999,-87.636780000000002,268.035308999999980,254.799972999999990,33.823321999999997,100054.359375000000000,0,0,182.008331000000000,0,0,242.591431000000000,8.182364000000000,0,NA,41.878853 -87.63678,-87.636780000000002,41.878852999999999,22.793556200000001,45.000000000000000,533,533,0.000000878548841,0.003789057999938,0.000000007316216
166,2,165,166,6077.000000000000000,141.539999999999990,0.002347954589340,0,517,517,2015-01-01_00:00:00,41.878044000000003,-87.629913000000002,268.074889999999980,254.822495000000000,33.738036999999998,100092.929688000000000,0,0,181.937012000000010,0,0,241.402831999999990,7.889921000000000,0,NA,41.878044 -87.629913;41.878895 -87.629944,-87.629913000000002,41.878044000000003,22.864801999999901,45.000000000000000,517,517,0.000000878538581,0.003789031999872,0.000000274846003
167,4,166,167,6213.000000000000000,53.630000000000003,0.001921660074660,0,510,510,2015-01-01_00:00:00,41.877994999999999,-87.637908999999993,268.027923999999980,254.796783000000000,33.844337000000003,100048.554688000000000,0,0,182.022033999999990,0,0,242.720688000000000,8.221997999999999,0,NA,41.877995 -87.637909;41.877998 -87.63678;41.878845 -87.637909;41.878853 -87.63678,-87.637908999999993,41.877994999999999,22.780263200000000,45.000000000000000,510,510,0.000000878538581,0.003789031999872,0.000000190989208
168,4,167,168,6229.000000000000000,63.090000000000003,0.003296781087070,0,513,513,2015-01-01_00:00:00,41.878010000000003,-87.634490999999997,268.049011000000010,254.808258000000000,33.796196000000002,100068.242188000000000,0,0,181.994843000000000,0,0,242.170242000000000,8.076701999999999,0,NA,41.87801 -87.634491;41.878021 -87.633362;41.878868 -87.634491;41.878872 -87.633362,-87.634490999999997,41.878010000000003,22.818219800000001,45.000000000000000,513,513,0.000000878538581,0.003789032000100,0.000000539886126
169,4,168,169,6281.000000000000000,21.890000000000001,0.002169366299390,0,518,518,2015-01-01_00:00:00,41.878051999999997,-87.628783999999996,268.082336000000000,254.826552999999990,33.721091999999999,100099.242188000000000,0,0,181.930648999999990,0,0,241.211746000000010,7.842155000000000,0,NA,41.878052 -87.628784;41.878056 -87.627625;41.878899 -87.628784;41.878899 -87.627655,-87.628783999999996,41.878051999999997,22.878204799999999,45.000000000000000,518,518,0.000000878538581,0.003789031999986,0.000000279175493
170,4,169,170,6291.000000000000000,80.269999999999996,0.003278500068150,0,515,515,2015-01-01_00:00:00,41.878028999999998,-87.632202000000007,268.062285999999970,254.815520999999990,33.766196999999998,100080.437500000000000,0,0,181.963730000000000,0,0,241.794632000000010,7.985281000000000,0,NA,41.878029 -87.632202;41.878036 -87.631073;41.878883 -87.632202;41.878895 -87.631073,-87.632202000000007,41.878028999999998,22.842114799999901,45.000000000000000,515,515,0.000000878538581,0.003789031999986,0.000000566132318
171,4,170,171,6343.000000000000000,70.980000000000004,0.003401140927420,0,514,514,2015-01-01_00:00:00,41.878020999999997,-87.633362000000005,268.056518999999980,254.812286000000000,33.778838999999998,100074.335938000000000,0,0,181.975189000000000,0,0,241.983962999999990,8.029032000000001,0,NA,41.878021 -87.633362;41.878029 -87.632202;41.878872 -87.633362;41.878883 -87.632202,-87.633362000000005,41.878020999999997,22.831734200000000,45.000000000000000,514,514,0.000000878538581,0.003789031999872,0.000000545972597
172,1,171,172,6823.000000000000000,11.449999999999999,0.001296081477800,0,536,536,2015-01-01_00:00:00,41.878872000000001,-87.633362000000005,268.055267000000010,254.810836999999990,33.777881999999998,100073.437500000000000,0,0,181.978591999999990,0,0,242.025650000000010,8.040231000000000,0,NA,41.878872 -87.633362,-87.633362000000005,41.878872000000001,22.829480600000000,45.000000000000000,536,536,0.000000878548841,0.003789057999938,0.000000037837766
173,1,172,173,6854.000000000000000,10.529999999999999,0.001292237332780,0,536,536,2015-01-01_00:00:00,41.878872000000001,-87.633362000000005,268.055267000000010,254.810836999999990,33.777881999999998,100073.437500000000000,0,0,181.978591999999990,0,0,242.025650000000010,8.040231000000000,0,NA,41.878872 -87.633362,-87.633362000000005,41.878872000000001,22.829480600000000,45.000000000000000,536,536,0.000000878548841,0.003789057999938,0.000000037155762
174,1,173,174,6855.000000000000000,15.020000000000000,0.000504837183312,0,540,540,2015-01-01_00:00:00,41.878898999999997,-87.628783999999996,268.082427999999990,254.825684000000000,33.716304999999998,100098.335938000000000,0,0,181.930496000000010,0,0,241.244780999999990,7.852480000000000,0,NA,41.878899 -87.628784,-87.628783999999996,41.878898999999997,22.878370400000001,45.000000000000000,540,540,0.000000878550462,0.003789062000010,0.000000010472316
175,2,174,175,7043.000000000000000,166.180000000000010,0.003821138397240,0,533,533,2015-01-01_00:00:00,41.878852999999999,-87.636780000000002,268.035308999999980,254.799972999999990,33.823321999999997,100054.359375000000000,0,0,182.008331000000000,0,0,242.591431000000000,8.182364000000000,0,NA,41.878853 -87.63678;41.878857 -87.63562,-87.636780000000002,41.878852999999999,22.793556200000001,45.000000000000000,533,533,0.000000878548841,0.003789057999938,0.000000666971381
176,2,175,176,7192.000000000000000,116.569999999999990,0.001997970318840,0,532,532,2015-01-01_00:00:00,41.878844999999998,-87.637908999999993,268.027863000000020,254.795989999999990,33.840660000000000,100047.710938000000000,0,0,182.021605999999990,0,0,242.763214000000000,8.227784000000000,0,NA,41.878845 -87.637909;41.878853 -87.63678,-87.637908999999993,41.878844999999998,22.780153400000000,45.000000000000000,532,532,0.000000878548841,0.003789058000052,0.000000240842251
177,3,176,177,7196.000000000000000,11.510000000000000,0.003399213308150,0,534,534,2015-01-01_00:00:00,41.878857000000004,-87.635620000000003,268.040984999999980,254.803146000000000,33.810791000000002,100060.906250000000000,0,0,181.999191000000000,0,0,242.418151999999990,8.136488000000000,0,NA,41.878857 -87.63562;41.878868 -87.634491;41.878872 -87.633362,-87.635620000000003,41.878857000000004,22.803773000000000,45.000000000000000,534,534,0.000000878548841,0.003789057999938,0.000000614228778
