OBJECTID_1,Join_Count,TARGET_FID,OBJECTID,BLDGID,MEAN_AVGHT,Shape_Leng,donut,Field1,OID_,Time_UTC,Lat,Lon,Temp_K_,DewPoint_K_,RelHumid,Pressure,RadDir_Wm_2_,RadDiff_Wm_2_,LWRad,SWNorm,SWRad,WindDir_from_,WindSpeed_ms_1_,SnowDepth_cm_,x,coord,coord_X,coord_Y,T_F,BUFF_DIST,ORIG_FID,ORIG_FID_1,Shape_Area_1,Shape_Length,Shape_Area
58,2,57,58,86.000000000000000,3.280000000000000,0.000464600348098,0,312,312,2015-01-01_00:00:00,41.870365000000000,-87.637816999999998,268.031524999999990,254.808394999999990,33.884349999999998,100055.929688000000000,0,0,182.032883000000000,0,0,242.294097999999990,8.101820999999999,0,NA,41.870365 -87.637817;41.870373 -87.636688,-87.637816999999998,41.870365000000000,22.786745000000000,45.000000000000000,312,312,0.000000878434864,0.003788775999851,0.000000012788086
59,2,58,59,87.000000000000000,5.490000000000000,0.003298278604650,0,297,297,2015-01-01_00:00:00,41.869560000000000,-87.629822000000004,268.068756000000010,254.833862000000010,33.825527000000001,100102.148438000000000,0,0,181.927077999999990,0,0,240.597762999999990,7.726635000000000,0,NA,41.86956 -87.629822;41.870399 -87.629852,-87.629822000000004,41.869560000000000,22.853760800000000,45.000000000000000,297,297,0.000000878423520,0.003788748000034,0.000000145852614
60,2,59,60,88.000000000000000,16.520000000000000,0.003749150455590,0,300,300,2015-01-01_00:00:00,41.869568000000001,-87.626403999999994,268.085967999999980,254.845062000000010,33.795479000000000,100122.390625000000000,0,0,181.875717000000010,0,0,239.963364000000010,7.588816000000000,0,NA,41.869568 -87.626404;41.870422 -87.626434,-87.626403999999994,41.869568000000001,22.884742399999901,45.000000000000000,300,300,0.000000878423520,0.003788748000034,0.000000650538774
61,2,60,61,91.000000000000000,75.180000000000007,0.002421904083590,0,323,323,2015-01-01_00:00:00,41.870434000000003,-87.625275000000002,268.094115999999990,254.847809000000010,33.768490000000000,100128.640625000000000,0,0,181.866577000000010,0,0,239.861633000000010,7.557053000000000,0,NA,41.870434 -87.625275;41.870438 -87.624146,-87.625275000000002,41.870434000000003,22.899408799999900,45.000000000000000,323,323,0.000000878434864,0.003788775999851,0.000000308754372
62,3,61,62,92.000000000000000,10.730000000000000,0.001907849764680,0,296,296,2015-01-01_00:00:00,41.869548999999999,-87.630981000000006,268.063720999999990,254.830536000000000,33.834068000000002,100095.828125000000000,0,0,181.938064999999990,0,0,240.793350000000000,7.777190000000000,0,NA,41.869549 -87.630981;41.870388 -87.632141;41.870392 -87.630981,-87.630981000000006,41.869548999999999,22.844697799999899,45.000000000000000,296,296,0.000000878423520,0.003788748000147,0.000000225625287
63,1,62,63,98.000000000000000,3.910000000000000,0.000634957131109,0,312,312,2015-01-01_00:00:00,41.870365000000000,-87.637816999999998,268.031524999999990,254.808394999999990,33.884349999999998,100055.929688000000000,0,0,182.032883000000000,0,0,242.294097999999990,8.101820999999999,0,NA,41.870365 -87.637817,-87.637816999999998,41.870365000000000,22.786745000000000,45.000000000000000,312,312,0.000000878434864,0.003788775999851,0.000000024772434
64,1,63,64,99.000000000000000,3.660000000000000,0.000805957295069,0,313,313,2015-01-01_00:00:00,41.870373000000001,-87.636688000000007,268.038940000000030,254.812714000000000,33.868858000000003,100062.914062000000000,0,0,182.018143000000010,0,0,242.090545999999990,8.050659000000000,0,NA,41.870373 -87.636688,-87.636688000000007,41.870373000000001,22.800092000000099,45.000000000000000,313,313,0.000000878434864,0.003788775999965,0.000000032829995
65,1,64,65,100.000000000000000,63.840000000000003,0.002256084203190,0,318,318,2015-01-01_00:00:00,41.870392000000002,-87.630981000000006,268.066405999999970,254.829849000000000,33.817180999999998,100094.835938000000000,0,0,181.942673000000010,0,0,240.955383000000010,7.789029000000000,0,NA,41.870392 -87.630981,-87.630981000000006,41.870392000000002,22.849530800000000,45.000000000000000,318,318,0.000000878434864,0.003788776000079,0.000000208542833
66,2,65,66,101.000000000000000,46.530000000000001,0.001434923445500,0,323,323,2015-01-01_00:00:00,41.870434000000003,-87.625275000000002,268.094115999999990,254.847809000000010,33.768490000000000,100128.640625000000000,0,0,181.866577000000010,0,0,239.861633000000010,7.557053000000000,0,NA,41.870434 -87.625275;41.870438 -87.624146,-87.625275000000002,41.870434000000003,22.899408799999900,45.000000000000000,323,323,0.000000878434864,0.003788775999851,0.000000066943942
67,1,66,67,103.000000000000000,7.110000000000000,0.001763996078750,0,312,312,2015-01-01_00:00:00,41.870365000000000,-87.637816999999998,268.031524999999990,254.808394999999990,33.884349999999998,100055.929688000000000,0,0,182.032883000000000,0,0,242.294097999999990,8.101820999999999,0,NA,41.870365 -87.637817,-87.637816999999998,41.870365000000000,22.786745000000000,45.000000000000000,312,312,0.000000878434864,0.003788775999851,0.000000075454482
68,4,67,68,104.000000000000000,41.210000000000001,0.001937771338390,0,320,320,2015-01-01_00:00:00,41.870407000000000,-87.628722999999994,268.076752000000000,254.836563000000010,33.799072000000002,100107.515625000000000,0,0,181.915955000000000,0,0,240.517288000000010,7.696104000000000,0,NA,41.870407 -87.628723;41.870419 -87.627563;41.871258 -87.628723;41.871262 -87.627563,-87.628722999999994,41.870407000000000,22.868153599999999,45.000000000000000,320,320,0.000000878434864,0.003788775999965,0.000000148014157
69,2,68,69,105.000000000000000,44.189999999999998,0.002535645038910,0,322,322,2015-01-01_00:00:00,41.870421999999998,-87.626434000000003,268.088501000000010,254.844131000000000,33.778156000000003,100121.273438000000000,0,0,181.884414999999990,0,0,240.069121999999990,7.602533000000000,0,NA,41.870422 -87.626434;41.871277 -87.626434,-87.626434000000003,41.870421999999998,22.889301799999998,45.000000000000000,322,322,0.000000878434864,0.003788776000079,0.000000361451519
70,1,69,70,109.000000000000000,10.940000000000000,0.001266884631020,0,336,336,2015-01-01_00:00:00,41.871220000000001,-87.635559000000001,268.046234000000030,254.815352999999990,33.845588999999997,100068.820312000000000,0,0,182.007751000000010,0,0,241.924911000000010,8.013776000000000,0,NA,41.87122 -87.635559,-87.635559000000001,41.871220000000001,22.813221200000001,45.000000000000000,336,336,0.000000878446208,0.003788803999896,0.000000061318701
71,2,70,71,110.000000000000000,5.420000000000000,0.004094676562010,0,319,319,2015-01-01_00:00:00,41.870398999999999,-87.629852000000000,268.071930000000010,254.833373999999990,33.807186000000002,100101.140625000000000,0,0,181.932938000000010,0,0,240.735046000000010,7.740273000000000,0,NA,41.870399 -87.629852;41.871254 -87.629852,-87.629852000000000,41.870398999999999,22.859473999999999,45.000000000000000,319,319,0.000000878434864,0.003788776000079,0.000000206426990
72,6,71,72,113.000000000000000,45.350000000000001,0.003205265215210,0,321,321,2015-01-01_00:00:00,41.870418999999998,-87.627562999999995,268.082274999999980,254.840179000000010,33.789515999999999,100114.351562000000000,0,0,181.901611000000000,0,0,240.316161999999990,7.649228000000000,0,NA,41.870419 -87.627563;41.870422 -87.626434;41.871262 -87.627563;41.871277 -87.626434;41.872108 -87.627594;41.87212 -87.626434,-87.627562999999995,41.870418999999998,22.878094999999998,45.000000000000000,321,321,0.000000878434864,0.003788776000079,0.000000543969972
73,2,72,73,114.000000000000000,52.119999999999997,0.002057461615440,0,344,344,2015-01-01_00:00:00,41.871276999999999,-87.626434000000003,268.091675000000010,254.843613000000000,33.759678000000001,100120.195312000000000,0,0,181.887206999999990,0,0,240.202515000000010,7.619198000000000,0,NA,41.871277 -87.626434;41.87212 -87.626434,-87.626434000000003,41.871276999999999,22.895015000000001,45.000000000000000,344,344,0.000000878446208,0.003788804000010,0.000000259434046
74,2,73,74,115.000000000000000,14.390000000000001,0.002415242622860,0,345,345,2015-01-01_00:00:00,41.871276999999999,-87.625304999999997,268.097289999999990,254.847260000000010,33.749831999999998,100127.578125000000000,0,0,181.869598000000000,0,0,239.983032000000010,7.574946000000000,0,NA,41.871277 -87.625305;41.872128 -87.625305,-87.625304999999997,41.871276999999999,22.905121999999899,45.000000000000000,345,345,0.000000878446208,0.003788804000010,0.000000334664155
75,4,74,75,116.000000000000000,27.039999999999999,0.002816445733800,0,345,345,2015-01-01_00:00:00,41.871276999999999,-87.625304999999997,268.097289999999990,254.847260000000010,33.749831999999998,100127.578125000000000,0,0,181.869598000000000,0,0,239.983032000000010,7.574946000000000,0,NA,41.871277 -87.625305;41.871284 -87.624146;41.872128 -87.625305;41.872135 -87.624146,-87.625304999999997,41.871276999999999,22.905121999999899,45.000000000000000,345,345,0.000000878446208,0.003788804000010,0.000000459332900
76,2,75,76,121.000000000000000,21.440000000000001,0.002765638836550,0,341,341,2015-01-01_00:00:00,41.871254000000000,-87.629852000000000,268.074553999999980,254.832732999999990,33.790871000000003,100100.070312000000000,0,0,181.934722999999990,0,0,240.854935000000010,7.759624000000000,0,NA,41.871254 -87.629852;41.872101 -87.629852,-87.629852000000000,41.871254000000000,22.864197200000000,45.000000000000000,341,341,0.000000878446208,0.003788804000010,0.000000189874958
77,5,76,77,122.000000000000000,26.980000000000000,0.005814849778790,0,315,315,2015-01-01_00:00:00,41.870376999999998,-87.634399000000002,268.049286000000000,254.819213999999990,33.849643999999998,100076.179688000000000,0,0,181.985122999999990,0,0,241.663330000000000,7.944590000000000,0,NA,41.870377 -87.634399;41.871223 -87.634399;41.871231 -87.63327;41.872078 -87.63443;41.872078 -87.633301,-87.634399000000002,41.870376999999998,22.818714799999999,45.000000000000000,315,315,0.000000878434864,0.003788776000079,0.000001150889497
78,1,77,78,123.000000000000000,39.189999999999998,0.001493699004200,0,360,360,2015-01-01_00:00:00,41.872078000000002,-87.633301000000003,268.058685000000030,254.821227999999990,33.812674999999999,100080.734375000000000,0,0,181.979263000000000,0,0,241.586868000000010,7.932047000000000,0,NA,41.872078 -87.633301,-87.633301000000003,41.872078000000002,22.835633000000001,45.000000000000000,360,360,0.000000878457552,0.003788831999827,0.000000139421485
79,4,78,79,124.000000000000000,21.030000000000001,0.005622314590050,0,342,342,2015-01-01_00:00:00,41.871257999999997,-87.628722999999994,268.079468000000020,254.835938000000000,33.782375000000002,100106.609375000000000,0,0,181.918900000000010,0,0,240.629302999999990,7.714004000000000,0,NA,41.871258 -87.628723;41.871262 -87.627563;41.872105 -87.628723;41.872108 -87.627594,-87.628722999999994,41.871257999999997,22.873042399999999,45.000000000000000,342,342,0.000000878446208,0.003788804000010,0.000000398588921
80,4,79,80,125.000000000000000,10.490000000000000,0.003276626168210,0,341,341,2015-01-01_00:00:00,41.871254000000000,-87.629852000000000,268.074553999999980,254.832732999999990,33.790871000000003,100100.070312000000000,0,0,181.934722999999990,0,0,240.854935000000010,7.759624000000000,0,NA,41.871254 -87.629852;41.871258 -87.628723;41.872101 -87.629852;41.872105 -87.628723,-87.629852000000000,41.871254000000000,22.864197200000000,45.000000000000000,341,341,0.000000878446208,0.003788804000010,0.000000424648927
81,1,80,81,126.000000000000000,11.660000000000000,0.000471304080483,0,357,357,2015-01-01_00:00:00,41.872062999999997,-87.636718999999999,268.038726999999990,254.809631000000000,33.854553000000003,100061.250000000000000,0,0,182.026901000000010,0,0,242.219559000000000,8.090546000000000,0,NA,41.872063 -87.636719,-87.636718999999999,41.872062999999997,22.799708599999999,45.000000000000000,357,357,0.000000878457552,0.003788832000055,0.000000013345040
82,1,81,82,131.000000000000000,52.820000000000000,0.001342074675780,0,360,360,2015-01-01_00:00:00,41.872078000000002,-87.633301000000003,268.058685000000030,254.821227999999990,33.812674999999999,100080.734375000000000,0,0,181.979263000000000,0,0,241.586868000000010,7.932047000000000,0,NA,41.872078 -87.633301,-87.633301000000003,41.872078000000002,22.835633000000001,45.000000000000000,360,360,0.000000878457552,0.003788831999827,0.000000102389646
83,1,82,83,132.000000000000000,35.930000000000000,0.001277509599800,0,362,362,2015-01-01_00:00:00,41.872093000000000,-87.631011999999998,268.069549999999990,254.827820000000000,33.791347999999999,100092.812500000000000,0,0,181.948181000000010,0,0,241.178787000000000,7.828298000000000,0,NA,41.872093 -87.631012,-87.631011999999998,41.872093000000000,22.855190000000000,45.000000000000000,362,362,0.000000878457552,0.003788832000055,0.000000099326110
84,2,83,84,133.000000000000000,8.220000000000001,0.000495190343525,0,361,361,2015-01-01_00:00:00,41.872086000000003,-87.632141000000004,268.063567999999980,254.824249000000010,33.803401999999998,100086.867188000000000,0,0,181.962814000000010,0,0,241.396210000000000,7.878519000000000,0,NA,41.872086 -87.632141;41.87294 -87.632141,-87.632141000000004,41.872086000000003,22.844422399999900,45.000000000000000,361,361,0.000000878457552,0.003788832000055,0.000000010949222
85,4,84,85,141.000000000000000,32.219999999999999,0.002747438554960,0,365,365,2015-01-01_00:00:00,41.872107999999997,-87.627594000000002,268.087555000000010,254.838866999999990,33.756542000000003,100112.164062000000000,0,0,181.905075000000010,0,0,240.531616000000010,7.681931000000000,0,NA,41.872108 -87.627594;41.87212 -87.626434;41.872967 -87.627594;41.872971 -87.626465,-87.627594000000002,41.872107999999997,22.887599000000002,45.000000000000000,365,365,0.000000878457552,0.003788832000055,0.000000362324546
86,1,85,86,153.000000000000000,8.750000000000000,0.000223698270801,0,383,383,2015-01-01_00:00:00,41.872940000000000,-87.632141000000004,268.065308000000020,254.823624000000000,33.791553000000000,100085.875000000000000,0,0,181.967223999999990,0,0,241.453017999999990,7.895551000000000,0,NA,41.87294 -87.632141,-87.632141000000004,41.872940000000000,22.847554400000000,45.000000000000000,383,383,0.000000878468896,0.003788859999986,0.000000003031598
87,4,86,87,154.000000000000000,31.829999999999998,0.001850128873560,0,360,360,2015-01-01_00:00:00,41.872078000000002,-87.633301000000003,268.058685000000030,254.821227999999990,33.812674999999999,100080.734375000000000,0,0,181.979263000000000,0,0,241.586868000000010,7.932047000000000,0,NA,41.872078 -87.633301;41.872086 -87.632141;41.872925 -87.633301;41.87294 -87.632141,-87.633301000000003,41.872078000000002,22.835633000000001,45.000000000000000,360,360,0.000000878457552,0.003788831999827,0.000000204340928
88,2,87,88,173.000000000000000,12.240000000000000,0.001782447728670,0,363,363,2015-01-01_00:00:00,41.872101000000001,-87.629852000000000,268.076385000000020,254.831863000000000,33.777355000000000,100099.015625000000000,0,0,181.932143999999990,0,0,240.952850000000010,7.781259000000000,0,NA,41.872101 -87.629852;41.872952 -87.629883,-87.629852000000000,41.872101000000001,22.867493000000000,45.000000000000000,363,363,0.000000878457552,0.003788832000055,0.000000188069854
89,1,88,89,197.000000000000000,16.870000000000001,0.000818892474610,0,387,387,2015-01-01_00:00:00,41.872967000000003,-87.627594000000002,268.090239999999990,254.838425000000000,33.740901999999998,100111.046875000000000,0,0,181.906494000000010,0,0,240.640289000000000,7.700015000000000,0,NA,41.872967 -87.627594,-87.627594000000002,41.872967000000003,22.892431999999999,45.000000000000000,387,387,0.000000878468896,0.003788859999986,0.000000026152188
90,1,89,90,204.000000000000000,10.539999999999999,0.002079033781280,0,388,388,2015-01-01_00:00:00,41.872971000000000,-87.626464999999996,268.096069000000000,254.842056000000010,33.729931000000001,100117.992188000000000,0,0,181.895019999999990,0,0,240.445190000000000,7.652887000000000,0,NA,41.872971 -87.626465,-87.626464999999996,41.872971000000000,22.902924200000001,45.000000000000000,388,388,0.000000878470517,0.003788863999944,0.000000263457766
91,4,90,91,211.000000000000000,46.530000000000001,0.005173714184790,0,367,367,2015-01-01_00:00:00,41.872127999999996,-87.625304999999997,268.101440000000030,254.847289999999990,33.729270999999997,100126.476562000000000,0,0,181.872925000000010,0,0,240.110290999999990,7.591148000000000,0,NA,41.872128 -87.625305;41.872135 -87.624146;41.872982 -87.625305;41.872982 -87.624176,-87.625304999999997,41.872127999999996,22.912592000000000,45.000000000000000,367,367,0.000000878457552,0.003788832000055,0.000001441455236
92,1,91,92,220.000000000000000,42.439999999999998,0.001442309557980,0,385,385,2015-01-01_00:00:00,41.872951999999998,-87.629883000000007,268.078125000000000,254.831085000000000,33.764834999999998,100098.062500000000000,0,0,181.935181000000000,0,0,241.050963999999990,7.801266000000000,0,NA,41.872952 -87.629883,-87.629883000000007,41.872951999999998,22.870625000000000,45.000000000000000,385,385,0.000000878468896,0.003788859999872,0.000000114623825
93,1,92,93,257.000000000000000,20.899999999999999,0.001400939001700,0,384,384,2015-01-01_00:00:00,41.872948000000001,-87.631011999999998,268.071136000000020,254.827057000000000,33.779564000000001,100091.867188000000000,0,0,181.951552999999990,0,0,241.233627000000010,7.850008000000000,0,NA,41.872948 -87.631012,-87.631011999999998,41.872948000000001,22.858044799999998,45.000000000000000,384,384,0.000000878468896,0.003788859999986,0.000000091864807
94,2,93,94,273.000000000000000,5.380000000000000,0.001752925799090,0,388,388,2015-01-01_00:00:00,41.872971000000000,-87.626464999999996,268.096069000000000,254.842056000000010,33.729931000000001,100117.992188000000000,0,0,181.895019999999990,0,0,240.445190000000000,7.652887000000000,0,NA,41.872971 -87.626465;41.873814 -87.626465,-87.626464999999996,41.872971000000000,22.902924200000001,45.000000000000000,388,388,0.000000878470517,0.003788863999944,0.000000170444435
95,2,94,95,305.000000000000000,28.870000000000001,0.002555287548290,0,386,386,2015-01-01_00:00:00,41.872954999999997,-87.628722999999994,268.085144000000010,254.835190000000010,33.750247999999999,100104.375000000000000,0,0,181.920319000000010,0,0,240.852875000000010,7.747569000000000,0,NA,41.872955 -87.628723;41.873798 -87.628723,-87.628722999999994,41.872954999999997,22.883259200000001,45.000000000000000,386,386,0.000000878468896,0.003788859999872,0.000000259454172
96,2,95,96,323.000000000000000,9.170000000000000,0.001266025716920,0,406,406,2015-01-01_00:00:00,41.873795000000001,-87.631011999999998,268.072357000000010,254.826233000000000,33.769382000000000,100091.007812000000000,0,0,181.952179000000000,0,0,241.316147000000000,7.868793000000000,0,NA,41.873795 -87.631012;41.873798 -87.629883,-87.631011999999998,41.873795000000001,22.860242599999999,45.000000000000000,406,406,0.000000878480240,0.003788888000031,0.000000098479183
97,3,96,97,419.000000000000000,31.190000000000001,0.003915192934310,0,364,364,2015-01-01_00:00:00,41.872104999999998,-87.628722999999994,268.082550000000030,254.835617000000010,33.765349999999998,100105.406250000000000,0,0,181.918015000000000,0,0,240.734267999999990,7.732623000000000,0,NA,41.872105 -87.628723;41.872955 -87.628723;41.873798 -87.628723,-87.628722999999994,41.872104999999998,22.878589999999999,45.000000000000000,364,364,0.000000878457552,0.003788832000055,0.000000588712217
98,2,97,98,599.000000000000000,13.279999999999999,0.002308969505730,0,410,410,2015-01-01_00:00:00,41.873814000000003,-87.626464999999996,268.098144999999990,254.841431000000000,33.716450000000002,100116.984375000000000,0,0,181.894989000000010,0,0,240.532700000000010,7.669736000000000,0,NA,41.873814 -87.626465;41.874672 -87.626465,-87.626464999999996,41.873814000000003,22.906661000000000,45.000000000000000,410,410,0.000000878481861,0.003788892000102,0.000000214016509
99,6,98,99,603.000000000000000,43.170000000000002,0.006671946042100,0,389,389,2015-01-01_00:00:00,41.872982000000000,-87.625304999999997,268.102965999999980,254.846237000000000,33.716343000000002,100125.414062000000000,0,0,181.878311000000000,0,0,240.231613000000010,7.607289000000000,0,NA,41.872982 -87.625305;41.872982 -87.624176;41.873829 -87.625305;41.873829 -87.624176;41.874676 -87.625336;41.874676 -87.624207,-87.625304999999997,41.872982000000000,22.915338800000001,45.000000000000000,389,389,0.000000878470517,0.003788864000057,0.000001284315388
100,11,99,100,620.000000000000000,24.340000000000000,0.013319613536400,0,355,355,2015-01-01_00:00:00,41.872047000000002,-87.638976999999997,268.022736000000010,254.800673999999990,33.889664000000003,100047.343750000000000,0,0,182.047835999999990,0,0,242.635879999999990,8.191364000000000,0,NA,41.872047 -87.638977;41.872051 -87.637848;41.872063 -87.636719;41.87289 -87.638977;41.872902 -87.637848;41.872906 -87.636719;41.873745 -87.639008;41.873753 -87.637878;41.87376 -87.636719;41.874599 -87.637878;41.874607 -87.636719,-87.638976999999997,41.872047000000002,22.770924800000000,45.000000000000000,355,355,0.000000878457552,0.003788832000055,0.000004922805969
101,1,100,101,643.000000000000000,13.180000000000000,0.000251317098014,0,423,423,2015-01-01_00:00:00,41.874606999999997,-87.636718999999999,268.036773999999980,254.805129999999990,33.841751000000002,100058.835938000000000,0,0,182.025725999999990,0,0,242.394699000000000,8.132977000000000,0,NA,41.874607 -87.636719,-87.636718999999999,41.874606999999997,22.796193199999902,45.000000000000000,423,423,0.000000878491584,0.003788915999962,0.000000003937712
102,3,101,102,655.000000000000000,53.520000000000003,0.004465963139370,0,382,382,2015-01-01_00:00:00,41.872925000000002,-87.633301000000003,268.059020999999970,254.819962000000000,33.804713999999997,100079.632812000000000,0,0,181.981292999999990,0,0,241.670837000000010,7.948625000000000,0,NA,41.872925 -87.633301;41.873775 -87.633301;41.874622 -87.633301,-87.633301000000003,41.872925000000002,22.836237799999900,45.000000000000000,382,382,0.000000878468896,0.003788860000100,0.000000680219078
103,4,102,103,656.000000000000000,35.780000000000001,0.001626937122370,0,404,404,2015-01-01_00:00:00,41.873775000000002,-87.633301000000003,268.059326000000000,254.818802000000010,33.797393999999997,100078.703125000000000,0,0,181.983200000000010,0,0,241.762114999999990,7.966213000000000,0,NA,41.873775 -87.633301;41.873775 -87.632172;41.874622 -87.633301;41.874634 -87.632172,-87.633301000000003,41.873775000000002,22.836786799999999,45.000000000000000,404,404,0.000000878480240,0.003788888000031,0.000000163710344
104,4,103,104,657.000000000000000,5.350000000000000,0.001107001711970,0,406,406,2015-01-01_00:00:00,41.873795000000001,-87.631011999999998,268.072357000000010,254.826233000000000,33.769382000000000,100091.007812000000000,0,0,181.952179000000000,0,0,241.316147000000000,7.868793000000000,0,NA,41.873795 -87.631012;41.873798 -87.629883;41.874638 -87.631042;41.874649 -87.629883,-87.631011999999998,41.873795000000001,22.860242599999999,45.000000000000000,406,406,0.000000878480240,0.003788888000031,0.000000056441685
105,2,104,105,661.000000000000000,28.210000000000001,0.002094440297040,0,406,406,2015-01-01_00:00:00,41.873795000000001,-87.631011999999998,268.072357000000010,254.826233000000000,33.769382000000000,100091.007812000000000,0,0,181.952179000000000,0,0,241.316147000000000,7.868793000000000,0,NA,41.873795 -87.631012;41.874638 -87.631042,-87.631011999999998,41.873795000000001,22.860242599999999,45.000000000000000,406,406,0.000000878480240,0.003788888000031,0.000000252295853
106,4,105,106,665.000000000000000,38.789999999999999,0.005048575619870,0,362,362,2015-01-01_00:00:00,41.872093000000000,-87.631011999999998,268.069549999999990,254.827820000000000,33.791347999999999,100092.812500000000000,0,0,181.948181000000010,0,0,241.178787000000000,7.828298000000000,0,NA,41.872093 -87.631012;41.872948 -87.631012;41.873795 -87.631012;41.874638 -87.631042,-87.631011999999998,41.872093000000000,22.855190000000000,45.000000000000000,362,362,0.000000878457552,0.003788832000055,0.000000775224713
107,4,106,107,668.000000000000000,30.010000000000002,0.005106994091780,0,363,363,2015-01-01_00:00:00,41.872101000000001,-87.629852000000000,268.076385000000020,254.831863000000000,33.777355000000000,100099.015625000000000,0,0,181.932143999999990,0,0,240.952850000000010,7.781259000000000,0,NA,41.872101 -87.629852;41.872952 -87.629883;41.873798 -87.629883;41.874649 -87.629883,-87.629852000000000,41.872101000000001,22.867493000000000,45.000000000000000,363,363,0.000000878457552,0.003788832000055,0.000000709766644
108,2,107,108,671.000000000000000,74.590000000000003,0.002151000915050,0,407,407,2015-01-01_00:00:00,41.873798000000001,-87.629883000000007,268.078734999999990,254.829926000000000,33.755985000000003,100097.195312000000000,0,0,181.937942999999990,0,0,241.099838000000010,7.814298000000000,0,NA,41.873798 -87.629883;41.874649 -87.629883,-87.629883000000007,41.873798000000001,22.871722999999999,45.000000000000000,407,407,0.000000878481861,0.003788891999989,0.000000203274753
109,4,108,109,675.000000000000000,15.670000000000000,0.004255605527110,0,408,408,2015-01-01_00:00:00,41.873798000000001,-87.628722999999994,268.086243000000020,254.834213000000010,33.739849000000000,100103.484375000000000,0,0,181.922256000000000,0,0,240.927582000000000,7.767089000000000,0,NA,41.873798 -87.628723;41.87381 -87.627594;41.874657 -87.628754;41.874664 -87.627625,-87.628722999999994,41.873798000000001,22.885237400000101,45.000000000000000,408,408,0.000000878481861,0.003788892000102,0.000000355089797
110,2,109,110,998.000000000000000,51.039999999999999,0.001278652299710,0,428,428,2015-01-01_00:00:00,41.874637999999997,-87.631041999999994,268.072051999999990,254.824828999999990,33.763900999999997,100090.234375000000000,0,0,181.952942000000010,0,0,241.424895999999990,7.886193000000000,0,NA,41.874638 -87.631042;41.874649 -87.629883,-87.631041999999994,41.874637999999997,22.859693600000000,45.000000000000000,428,428,0.000000878493205,0.003788919999920,0.000000100623578
111,1,110,111,1449.000000000000000,30.609999999999999,0.000942437054220,0,448,448,2015-01-01_00:00:00,41.875481000000001,-87.633301000000003,268.056549000000020,254.815186000000010,33.793163000000000,100077.078125000000000,0,0,181.979401000000000,0,0,241.825424000000000,7.999510000000000,0,NA,41.875481 -87.633301,-87.633301000000003,41.875481000000001,22.831788199999998,45.000000000000000,448,448,0.000000878504549,0.003788948000079,0.000000044532929
112,2,111,112,1498.000000000000000,27.239999999999998,0.001811630466420,0,430,430,2015-01-01_00:00:00,41.874656999999999,-87.628754000000001,268.085692999999990,254.832611000000010,33.734569999999998,100102.648438000000000,0,0,181.924820000000010,0,0,240.978394000000010,7.785267000000000,0,NA,41.874657 -87.628754;41.875496 -87.628754,-87.628754000000001,41.874656999999999,22.884247400000000,45.000000000000000,430,430,0.000000878493205,0.003788920000034,0.000000195019092
113,2,112,113,1534.000000000000000,42.509999999999998,0.002244769728320,0,429,429,2015-01-01_00:00:00,41.874648999999998,-87.629883000000007,268.078217000000000,254.828384000000000,33.750847000000000,100096.445312000000000,0,0,181.937057000000010,0,0,241.180907999999990,7.834405000000000,0,NA,41.874649 -87.629883;41.875492 -87.629883,-87.629883000000007,41.874648999999998,22.870790599999999,45.000000000000000,429,429,0.000000878493205,0.003788920000034,0.000000277117333
114,4,113,114,1574.000000000000000,49.219999999999999,0.001729904980610,0,428,428,2015-01-01_00:00:00,41.874637999999997,-87.631041999999994,268.072051999999990,254.824828999999990,33.763900999999997,100090.234375000000000,0,0,181.952942000000010,0,0,241.424895999999990,7.886193000000000,0,NA,41.874638 -87.631042;41.874649 -87.629883;41.875484 -87.631042;41.875492 -87.629883,-87.631041999999994,41.874637999999997,22.859693600000000,45.000000000000000,428,428,0.000000878493205,0.003788919999920,0.000000181648505
115,2,114,115,1580.000000000000000,36.289999999999999,0.002158293061280,0,429,429,2015-01-01_00:00:00,41.874648999999998,-87.629883000000007,268.078217000000000,254.828384000000000,33.750847000000000,100096.445312000000000,0,0,181.937057000000010,0,0,241.180907999999990,7.834405000000000,0,NA,41.874649 -87.629883;41.875492 -87.629883,-87.629883000000007,41.874648999999998,22.870790599999999,45.000000000000000,429,429,0.000000878493205,0.003788920000034,0.000000215918862
116,2,115,116,1586.000000000000000,26.710000000000001,0.002110772742300,0,430,430,2015-01-01_00:00:00,41.874656999999999,-87.628754000000001,268.085692999999990,254.832611000000010,33.734569999999998,100102.648438000000000,0,0,181.924820000000010,0,0,240.978394000000010,7.785267000000000,0,NA,41.874657 -87.628754;41.875496 -87.628754,-87.628754000000001,41.874656999999999,22.884247400000000,45.000000000000000,430,430,0.000000878493205,0.003788920000034,0.000000198348366
117,2,116,117,1609.000000000000000,52.820000000000000,0.002152709267250,0,431,431,2015-01-01_00:00:00,41.874664000000003,-87.627624999999995,268.093596999999990,254.837082000000010,33.717430000000000,100109.296875000000000,0,0,181.908676000000010,0,0,240.804977000000010,7.735395000000000,0,NA,41.874664 -87.627625;41.875507 -87.627625,-87.627624999999995,41.874664000000003,22.898474600000000,45.000000000000000,431,431,0.000000878493205,0.003788919999920,0.000000265466105
