"","OID","Time_UTC","Lat","Lon","Temp.K.","DewPoint.K.","RelHumid","Pressure","RadDir.Wm.2.","RadDiff.Wm.2.","LWRad","SWNorm","SWRad","WindDir.from.","WindSpeed.ms.1.","SnowDepth.cm.","x","coord","T_F"
"354",354,"2015-01-01_00:00:00",41.872044,-87.640137,268.015839,254.796738,33.90451,100040.039062,0,0,182.064102,0,0,242.823944,8.246729,0,NA,"41.872044 -87.640137",22.7585102
"355",355,"2015-01-01_00:00:00",41.872047,-87.638977,268.022736,254.800674,33.889664,100047.34375,0,0,182.047836,0,0,242.63588,8.191364,0,NA,"41.872047 -87.638977",22.7709248
"356",356,"2015-01-01_00:00:00",41.872051,-87.637848,268.030365,254.804977,33.873028,100054.34375,0,0,182.036407,0,0,242.423721,8.141113,0,NA,"41.872051 -87.637848",22.784657
"357",357,"2015-01-01_00:00:00",41.872063,-87.636719,268.038727,254.809631,33.854553,100061.25,0,0,182.026901,0,0,242.219559,8.090546,0,NA,"41.872063 -87.636719",22.7997086
"358",358,"2015-01-01_00:00:00",41.872066,-87.635559,268.045532,254.813568,33.840153,100067.914062,0,0,182.012466,0,0,241.993515,8.037894,0,NA,"41.872066 -87.635559",22.8119576
"359",359,"2015-01-01_00:00:00",41.872078,-87.63443,268.052429,254.817535,33.825562,100074.46875,0,0,181.993729,0,0,241.772583,7.985179,0,NA,"41.872078 -87.63443",22.8243722
"360",360,"2015-01-01_00:00:00",41.872078,-87.633301,268.058685,254.821228,33.812675,100080.734375,0,0,181.979263,0,0,241.586868,7.932047,0,NA,"41.872078 -87.633301",22.835633
"361",361,"2015-01-01_00:00:00",41.872086,-87.632141,268.063568,254.824249,33.803402,100086.867188,0,0,181.962814,0,0,241.39621,7.878519,0,NA,"41.872086 -87.632141",22.8444223999999
"362",362,"2015-01-01_00:00:00",41.872093,-87.631012,268.06955,254.82782,33.791348,100092.8125,0,0,181.948181,0,0,241.178787,7.828298,0,NA,"41.872093 -87.631012",22.85519
"363",363,"2015-01-01_00:00:00",41.872101,-87.629852,268.076385,254.831863,33.777355,100099.015625,0,0,181.932144,0,0,240.95285,7.781259,0,NA,"41.872101 -87.629852",22.867493
"364",364,"2015-01-01_00:00:00",41.872105,-87.628723,268.08255,254.835617,33.76535,100105.40625,0,0,181.918015,0,0,240.734268,7.732623,0,NA,"41.872105 -87.628723",22.87859
"365",365,"2015-01-01_00:00:00",41.872108,-87.627594,268.087555,254.838867,33.756542,100112.164062,0,0,181.905075,0,0,240.531616,7.681931,0,NA,"41.872108 -87.627594",22.887599
"366",366,"2015-01-01_00:00:00",41.87212,-87.626434,268.094696,254.843155,33.742321,100119.171875,0,0,181.890701,0,0,240.317245,7.634075,0,NA,"41.87212 -87.626434",22.9004528
"367",367,"2015-01-01_00:00:00",41.872128,-87.625305,268.10144,254.84729,33.729271,100126.476562,0,0,181.872925,0,0,240.110291,7.591148,0,NA,"41.872128 -87.625305",22.912592
"368",368,"2015-01-01_00:00:00",41.872135,-87.624146,268.106812,254.850815,33.720028,100134.226562,0,0,181.858643,0,0,239.906113,7.547348,0,NA,"41.872135 -87.624146",22.9222616
"369",369,"2015-01-01_00:00:00",41.872143,-87.623016,268.113373,254.854996,33.708092,100142.375,0,0,181.848648,0,0,239.671539,7.500398,0,NA,"41.872143 -87.623016",22.9340714000001
"370",370,"2015-01-01_00:00:00",41.872147,-87.621887,268.120972,254.859695,33.693619,100150.570312,0,0,181.838989,0,0,239.436951,7.45603,0,NA,"41.872147 -87.621887",22.9477496
"371",371,"2015-01-01_00:00:00",41.872158,-87.620728,268.127167,254.863754,33.682907,100159.03125,0,0,181.820831,0,0,239.250977,7.419104,0,NA,"41.872158 -87.620728",22.9589006
"372",372,"2015-01-01_00:00:00",41.872162,-87.619598,268.132996,254.867661,33.673332,100167.4375,0,0,181.80336,0,0,239.083969,7.388251,0,NA,"41.872162 -87.619598",22.9693928
"373",373,"2015-01-01_00:00:00",41.872162,-87.618469,268.139801,254.872101,33.661465,100176.046875,0,0,181.791077,0,0,238.898682,7.353839,0,NA,"41.872162 -87.618469",22.9816418
"374",374,"2015-01-01_00:00:00",41.872166,-87.61731,268.146332,254.876389,33.650314,100184.515625,0,0,181.769547,0,0,238.704712,7.317986,0,NA,"41.872166 -87.61731",22.9933975999999
"375",375,"2015-01-01_00:00:00",41.872887,-87.641266,268.006744,254.790619,33.919342,100031.75,0,0,182.0755,0,0,243.068207,8.318448,0,NA,"41.872887 -87.641266",22.7421392000001
"376",376,"2015-01-01_00:00:00",41.872887,-87.640137,268.015015,254.795151,33.900715,100039.234375,0,0,182.062057,0,0,242.859131,8.260025,0,NA,"41.872887 -87.640137",22.757027
"377",377,"2015-01-01_00:00:00",41.87289,-87.638977,268.022308,254.79924,33.884651,100046.523438,0,0,182.045761,0,0,242.669922,8.206445,0,NA,"41.87289 -87.638977",22.7701544
"378",378,"2015-01-01_00:00:00",41.872902,-87.637848,268.029663,254.80336,33.868507,100053.484375,0,0,182.036957,0,0,242.479401,8.160164,0,NA,"41.872902 -87.637848",22.7833934
"379",379,"2015-01-01_00:00:00",41.872906,-87.636719,268.036987,254.807526,33.852676,100060.421875,0,0,182.025742,0,0,242.277832,8.108997,0,NA,"41.872906 -87.636719",22.7965766
"380",380,"2015-01-01_00:00:00",41.872917,-87.635559,268.04483,254.81192,33.835423,100067.007812,0,0,182.010422,0,0,242.069122,8.054314,0,NA,"41.872917 -87.635559",22.810694
"381",381,"2015-01-01_00:00:00",41.872921,-87.63443,268.052032,254.815994,33.819813,100073.460938,0,0,181.994827,0,0,241.884445,8.001197,0,NA,"41.872921 -87.63443",22.8236576
"382",382,"2015-01-01_00:00:00",41.872925,-87.633301,268.059021,254.819962,33.804714,100079.632812,0,0,181.981293,0,0,241.670837,7.948625,0,NA,"41.872925 -87.633301",22.8362377999999
"383",383,"2015-01-01_00:00:00",41.87294,-87.632141,268.065308,254.823624,33.791553,100085.875,0,0,181.967224,0,0,241.453018,7.895551,0,NA,"41.87294 -87.632141",22.8475544
"384",384,"2015-01-01_00:00:00",41.872948,-87.631012,268.071136,254.827057,33.779564,100091.867188,0,0,181.951553,0,0,241.233627,7.850008,0,NA,"41.872948 -87.631012",22.8580448
"385",385,"2015-01-01_00:00:00",41.872952,-87.629883,268.078125,254.831085,33.764835,100098.0625,0,0,181.935181,0,0,241.050964,7.801266,0,NA,"41.872952 -87.629883",22.870625
"386",386,"2015-01-01_00:00:00",41.872955,-87.628723,268.085144,254.83519,33.750248,100104.375,0,0,181.920319,0,0,240.852875,7.747569,0,NA,"41.872955 -87.628723",22.8832592
"387",387,"2015-01-01_00:00:00",41.872967,-87.627594,268.09024,254.838425,33.740902,100111.046875,0,0,181.906494,0,0,240.640289,7.700015,0,NA,"41.872967 -87.627594",22.892432
"388",388,"2015-01-01_00:00:00",41.872971,-87.626465,268.096069,254.842056,33.729931,100117.992188,0,0,181.89502,0,0,240.44519,7.652887,0,NA,"41.872971 -87.626465",22.9029242
"389",389,"2015-01-01_00:00:00",41.872982,-87.625305,268.102966,254.846237,33.716343,100125.414062,0,0,181.878311,0,0,240.231613,7.607289,0,NA,"41.872982 -87.625305",22.9153388
"390",390,"2015-01-01_00:00:00",41.872982,-87.624176,268.109467,254.85025,33.70388,100133.140625,0,0,181.862411,0,0,240.041275,7.562144,0,NA,"41.872982 -87.624176",22.9270406
"391",391,"2015-01-01_00:00:00",41.872986,-87.623047,268.116791,254.854721,33.68964,100141.3125,0,0,181.852432,0,0,239.833817,7.51473,0,NA,"41.872986 -87.623047",22.9402238
"392",392,"2015-01-01_00:00:00",41.872993,-87.621887,268.124603,254.859482,33.674377,100149.539062,0,0,181.8414,0,0,239.612595,7.469908,0,NA,"41.872993 -87.621887",22.9542853999999
"393",393,"2015-01-01_00:00:00",41.873001,-87.620758,268.131866,254.864014,33.660706,100157.914062,0,0,181.827209,0,0,239.410492,7.434479,0,NA,"41.873001 -87.620758",22.9673588
"394",394,"2015-01-01_00:00:00",41.873009,-87.619629,268.137238,254.86763,33.651981,100166.265625,0,0,181.810379,0,0,239.207184,7.403641,0,NA,"41.873009 -87.619629",22.9770284000001
"395",395,"2015-01-01_00:00:00",41.873009,-87.618469,268.14325,254.871643,33.64196,100174.835938,0,0,181.796875,0,0,239.008881,7.366945,0,NA,"41.873009 -87.618469",22.98785
"396",396,"2015-01-01_00:00:00",41.873013,-87.61734,268.150909,254.87645,33.627682,100183.273438,0,0,181.776611,0,0,238.811462,7.333902,0,NA,"41.873013 -87.61734",23.0016362
"397",397,"2015-01-01_00:00:00",41.87373,-87.641296,268.005585,254.789001,33.917114,100030.882812,0,0,182.071838,0,0,243.09552,8.329664,0,NA,"41.87373 -87.641296",22.740053
"398",398,"2015-01-01_00:00:00",41.873734,-87.640137,268.014282,254.793716,33.897186,100038.414062,0,0,182.05809,0,0,242.897171,8.27395,0,NA,"41.873734 -87.640137",22.7557075999999
"399",399,"2015-01-01_00:00:00",41.873745,-87.639008,268.022217,254.79808,33.879345,100045.6875,0,0,182.048279,0,0,242.697617,8.224549,0,NA,"41.873745 -87.639008",22.7699906
"400",400,"2015-01-01_00:00:00",41.873753,-87.637878,268.028809,254.801819,33.865047,100052.726562,0,0,182.038849,0,0,242.522751,8.176296,0,NA,"41.873753 -87.637878",22.7818562
"401",401,"2015-01-01_00:00:00",41.87376,-87.636719,268.036591,254.806152,33.847778,100059.632812,0,0,182.025894,0,0,242.34668,8.123096,0,NA,"41.87376 -87.636719",22.7958637999999
"402",402,"2015-01-01_00:00:00",41.873764,-87.63559,268.04541,254.810974,33.827805,100066.273438,0,0,182.011154,0,0,242.137634,8.067006,0,NA,"41.873764 -87.63559",22.811738
"403",403,"2015-01-01_00:00:00",41.873775,-87.63443,268.052124,254.814774,33.813232,100072.5625,0,0,181.995468,0,0,241.941483,8.014913,0,NA,"41.873775 -87.63443",22.8238232
"404",404,"2015-01-01_00:00:00",41.873775,-87.633301,268.059326,254.818802,33.797394,100078.703125,0,0,181.9832,0,0,241.762115,7.966213,0,NA,"41.873775 -87.633301",22.8367868
"405",405,"2015-01-01_00:00:00",41.873775,-87.632172,268.066772,254.822968,33.780949,100084.882812,0,0,181.969589,0,0,241.560654,7.918628,0,NA,"41.873775 -87.632172",22.8501896
"406",406,"2015-01-01_00:00:00",41.873795,-87.631012,268.072357,254.826233,33.769382,100091.007812,0,0,181.952179,0,0,241.316147,7.868793,0,NA,"41.873795 -87.631012",22.8602426
"407",407,"2015-01-01_00:00:00",41.873798,-87.629883,268.078735,254.829926,33.755985,100097.195312,0,0,181.937943,0,0,241.099838,7.814298,0,NA,"41.873798 -87.629883",22.871723
"408",408,"2015-01-01_00:00:00",41.873798,-87.628723,268.086243,254.834213,33.739849,100103.484375,0,0,181.922256,0,0,240.927582,7.767089,0,NA,"41.873798 -87.628723",22.8852374000001
"409",409,"2015-01-01_00:00:00",41.87381,-87.627594,268.092529,254.837952,33.727135,100110.148438,0,0,181.910263,0,0,240.715805,7.719705,0,NA,"41.87381 -87.627594",22.8965522
"410",410,"2015-01-01_00:00:00",41.873814,-87.626465,268.098145,254.841431,33.71645,100116.984375,0,0,181.894989,0,0,240.5327,7.669736,0,NA,"41.873814 -87.626465",22.906661
"411",411,"2015-01-01_00:00:00",41.873829,-87.625305,268.104919,254.845535,33.703045,100124.335938,0,0,181.883301,0,0,240.342377,7.625181,0,NA,"41.873829 -87.625305",22.9188542
"412",412,"2015-01-01_00:00:00",41.873829,-87.624176,268.112091,254.849808,33.688614,100131.890625,0,0,181.868835,0,0,240.146347,7.577323,0,NA,"41.873829 -87.624176",22.9317638000001
"413",413,"2015-01-01_00:00:00",41.873837,-87.623047,268.118317,254.853683,33.676853,100139.984375,0,0,181.85585,0,0,239.952652,7.529419,0,NA,"41.873837 -87.623047",22.9429706
"414",414,"2015-01-01_00:00:00",41.873848,-87.621887,268.125397,254.858032,33.663166,100148.257812,0,0,181.841888,0,0,239.739166,7.488486,0,NA,"41.873848 -87.621887",22.9557146
"415",415,"2015-01-01_00:00:00",41.873856,-87.620758,268.133026,254.862686,33.6483,100156.71875,0,0,181.830872,0,0,239.538391,7.457286,0,NA,"41.873856 -87.620758",22.9694468
"416",416,"2015-01-01_00:00:00",41.873859,-87.619629,268.139313,254.866699,33.636929,100165.148438,0,0,181.821732,0,0,239.349731,7.423984,0,NA,"41.873859 -87.619629",22.9807634
"417",417,"2015-01-01_00:00:00",41.873867,-87.618469,268.146667,254.871277,33.62307,100173.648438,0,0,181.806213,0,0,239.152313,7.384891,0,NA,"41.873867 -87.618469",22.9940005999999
"418",418,"2015-01-01_00:00:00",41.873867,-87.61734,268.155121,254.876434,33.606564,100182.0625,0,0,181.786774,0,0,238.937286,7.351276,0,NA,"41.873867 -87.61734",23.0092178
"419",419,"2015-01-01_00:00:00",41.87458,-87.641296,268.004791,254.787659,33.914368,100030.046875,0,0,182.068832,0,0,243.127121,8.341824,0,NA,"41.87458 -87.641296",22.7386238
"420",420,"2015-01-01_00:00:00",41.874592,-87.640137,268.013397,254.792297,33.894535,100037.59375,0,0,182.061188,0,0,242.945129,8.28721,0,NA,"41.874592 -87.640137",22.7541146
"421",421,"2015-01-01_00:00:00",41.874592,-87.639008,268.021942,254.796936,33.874954,100044.867188,0,0,182.048859,0,0,242.729614,8.236661,0,NA,"41.874592 -87.639008",22.7694956
"422",422,"2015-01-01_00:00:00",41.874599,-87.637878,268.028748,254.800735,33.859913,100051.953125,0,0,182.035233,0,0,242.563354,8.184481,0,NA,"41.874599 -87.637878",22.7817464
"423",423,"2015-01-01_00:00:00",41.874607,-87.636719,268.036774,254.80513,33.841751,100058.835938,0,0,182.025726,0,0,242.394699,8.132977,0,NA,"41.874607 -87.636719",22.7961931999999
"424",424,"2015-01-01_00:00:00",41.874615,-87.63559,268.0448,254.80954,33.823662,100065.421875,0,0,182.010986,0,0,242.207016,8.081241,0,NA,"41.874615 -87.63559",22.81064
"425",425,"2015-01-01_00:00:00",41.874619,-87.63446,268.050659,254.812897,33.811218,100071.71875,0,0,181.991592,0,0,241.98288,8.032093,0,NA,"41.874619 -87.63446",22.8211862
"426",426,"2015-01-01_00:00:00",41.874622,-87.633301,268.057709,254.816833,33.795658,100077.867188,0,0,181.98027,0,0,241.797882,7.981736,0,NA,"41.874622 -87.633301",22.8338762
"427",427,"2015-01-01_00:00:00",41.874634,-87.632172,268.065979,254.821365,33.776913,100084.085938,0,0,181.966843,0,0,241.609711,7.935554,0,NA,"41.874634 -87.632172",22.8487622000001
"428",428,"2015-01-01_00:00:00",41.874638,-87.631042,268.072052,254.824829,33.763901,100090.234375,0,0,181.952942,0,0,241.424896,7.886193,0,NA,"41.874638 -87.631042",22.8596936
"429",429,"2015-01-01_00:00:00",41.874649,-87.629883,268.078217,254.828384,33.750847,100096.445312,0,0,181.937057,0,0,241.180908,7.834405,0,NA,"41.874649 -87.629883",22.8707906
"430",430,"2015-01-01_00:00:00",41.874657,-87.628754,268.085693,254.832611,33.73457,100102.648438,0,0,181.92482,0,0,240.978394,7.785267,0,NA,"41.874657 -87.628754",22.8842474
"431",431,"2015-01-01_00:00:00",41.874664,-87.627625,268.093597,254.837082,33.71743,100109.296875,0,0,181.908676,0,0,240.804977,7.735395,0,NA,"41.874664 -87.627625",22.8984746
"432",432,"2015-01-01_00:00:00",41.874672,-87.626465,268.099701,254.840729,33.705154,100116.179688,0,0,181.899109,0,0,240.608459,7.687657,0,NA,"41.874672 -87.626465",22.9094618
"433",433,"2015-01-01_00:00:00",41.874676,-87.625336,268.10675,254.844894,33.690742,100123.414062,0,0,181.887497,0,0,240.413086,7.643723,0,NA,"41.874676 -87.625336",22.9221499999999
"434",434,"2015-01-01_00:00:00",41.874676,-87.624207,268.114197,254.849274,33.675354,100130.765625,0,0,181.877594,0,0,240.219742,7.595979,0,NA,"41.874676 -87.624207",22.9355546
"435",435,"2015-01-01_00:00:00",41.87468,-87.623047,268.120117,254.852921,33.664009,100138.757812,0,0,181.862717,0,0,240.026581,7.552057,0,NA,"41.87468 -87.623047",22.9462106
"436",436,"2015-01-01_00:00:00",41.874687,-87.621918,268.126801,254.85701,33.651028,100146.992188,0,0,181.85405,0,0,239.836761,7.514775,0,NA,"41.874687 -87.621918",22.9582418
"437",437,"2015-01-01_00:00:00",41.874702,-87.620758,268.134796,254.861771,33.634903,100155.539062,0,0,181.83725,0,0,239.645035,7.479264,0,NA,"41.874702 -87.620758",22.9726328
"438",438,"2015-01-01_00:00:00",41.87471,-87.619629,268.141785,254.866089,33.621487,100163.992188,0,0,181.827576,0,0,239.470261,7.440155,0,NA,"41.87471 -87.619629",22.985213
"439",439,"2015-01-01_00:00:00",41.874714,-87.6185,268.149597,254.870819,33.606136,100172.59375,0,0,181.811295,0,0,239.268326,7.404789,0,NA,"41.874714 -87.6185",22.9992746
"440",440,"2015-01-01_00:00:00",41.874714,-87.61734,268.157166,254.875504,33.591694,100180.984375,0,0,181.794189,0,0,239.080734,7.371311,0,NA,"41.874714 -87.61734",23.0128988
"441",441,"2015-01-01_00:00:00",41.875427,-87.641296,268.004486,254.786636,33.910751,100029.414062,0,0,182.065567,0,0,243.173584,8.350632,0,NA,"41.875427 -87.641296",22.7380748
"442",442,"2015-01-01_00:00:00",41.875435,-87.640167,268.012665,254.791046,33.891888,100036.851562,0,0,182.056946,0,0,242.991653,8.298792,0,NA,"41.875435 -87.640167",22.752797
"443",443,"2015-01-01_00:00:00",41.875443,-87.639008,268.021088,254.795578,33.87244,100044.132812,0,0,182.045105,0,0,242.789215,8.248486,0,NA,"41.875443 -87.639008",22.7679584000001
"444",444,"2015-01-01_00:00:00",41.875458,-87.637878,268.028351,254.799545,33.855957,100051.109375,0,0,182.035797,0,0,242.593109,8.19463,0,NA,"41.875458 -87.637878",22.7810318
"445",445,"2015-01-01_00:00:00",41.875458,-87.636719,268.036438,254.803925,33.837448,100057.960938,0,0,182.022614,0,0,242.410385,8.146077,0,NA,"41.875458 -87.636719",22.7955883999999
"446",446,"2015-01-01_00:00:00",41.875465,-87.63559,268.043671,254.807922,33.821266,100064.476562,0,0,182.011871,0,0,242.23616,8.09791,0,NA,"41.875465 -87.63559",22.8086078
"447",447,"2015-01-01_00:00:00",41.875469,-87.63446,268.049347,254.811188,33.809231,100070.921875,0,0,181.993103,0,0,242.02417,8.048882,0,NA,"41.875469 -87.63446",22.8188246
"448",448,"2015-01-01_00:00:00",41.875481,-87.633301,268.056549,254.815186,33.793163,100077.078125,0,0,181.979401,0,0,241.825424,7.99951,0,NA,"41.875481 -87.633301",22.8317882
"449",449,"2015-01-01_00:00:00",41.875484,-87.632172,268.065216,254.81987,33.77327,100083.289062,0,0,181.965225,0,0,241.629181,7.953165,0,NA,"41.875484 -87.632172",22.8473888
"450",450,"2015-01-01_00:00:00",41.875484,-87.631042,268.072571,254.823944,33.75684,100089.40625,0,0,181.951889,0,0,241.449402,7.90381,0,NA,"41.875484 -87.631042",22.8606278
"451",451,"2015-01-01_00:00:00",41.875492,-87.629883,268.077972,254.827087,33.745579,100095.625,0,0,181.940277,0,0,241.243164,7.851555,0,NA,"41.875492 -87.629883",22.8703496
"452",452,"2015-01-01_00:00:00",41.875496,-87.628754,268.084076,254.830597,33.732624,100101.710938,0,0,181.92778,0,0,241.046646,7.798678,0,NA,"41.875496 -87.628754",22.8813368
"453",453,"2015-01-01_00:00:00",41.875507,-87.627625,268.092438,254.835251,33.714062,100108.351562,0,0,181.914352,0,0,240.86322,7.750583,0,NA,"41.875507 -87.627625",22.8963884
"454",454,"2015-01-01_00:00:00",41.875515,-87.626465,268.09906,254.839081,33.700138,100115.15625,0,0,181.90358,0,0,240.687042,7.707525,0,NA,"41.875515 -87.626465",22.908308
"455",455,"2015-01-01_00:00:00",41.875526,-87.625336,268.106476,254.843384,33.684547,100122.460938,0,0,181.893265,0,0,240.476395,7.664413,0,NA,"41.875526 -87.625336",22.9216568
"456",456,"2015-01-01_00:00:00",41.875526,-87.624207,268.114532,254.848007,33.6674,100129.875,0,0,181.881699,0,0,240.267517,7.617154,0,NA,"41.875526 -87.624207",22.9361576
"457",457,"2015-01-01_00:00:00",41.875538,-87.623047,268.121399,254.852066,33.653339,100137.765625,0,0,181.871323,0,0,240.065933,7.575257,0,NA,"41.875538 -87.623047",22.9485182
"458",458,"2015-01-01_00:00:00",41.875542,-87.621918,268.12912,254.856567,33.637253,100145.851562,0,0,181.861099,0,0,239.902313,7.534853,0,NA,"41.875542 -87.621918",22.962416
"459",459,"2015-01-01_00:00:00",41.875549,-87.620789,268.137726,254.861588,33.619282,100154.414062,0,0,181.849533,0,0,239.749863,7.496675,0,NA,"41.875549 -87.620789",22.9779068
"460",460,"2015-01-01_00:00:00",41.875557,-87.619629,268.144897,254.865936,33.605186,100162.898438,0,0,181.834427,0,0,239.586121,7.462516,0,NA,"41.875557 -87.619629",22.9908146
"461",461,"2015-01-01_00:00:00",41.875561,-87.6185,268.151428,254.869995,33.592831,100171.554688,0,0,181.820282,0,0,239.399612,7.426663,0,NA,"41.875561 -87.6185",23.0025704
"462",462,"2015-01-01_00:00:00",41.875576,-87.617371,268.158539,254.87439,33.579235,100179.953125,0,0,181.80275,0,0,239.207535,7.389322,0,NA,"41.875576 -87.617371",23.0153702
"463",463,"2015-01-01_00:00:00",41.876278,-87.641296,268.004395,254.785736,33.906734,100028.59375,0,0,182.063538,0,0,243.212814,8.361228,0,NA,"41.876278 -87.641296",22.737911
"464",464,"2015-01-01_00:00:00",41.876289,-87.640167,268.01236,254.790039,33.888378,100036.132812,0,0,182.051132,0,0,243.015442,8.3108,0,NA,"41.876289 -87.640167",22.752248
"465",465,"2015-01-01_00:00:00",41.876289,-87.639038,268.020386,254.794357,33.869846,100043.375,0,0,182.040222,0,0,242.822311,8.259893,0,NA,"41.876289 -87.639038",22.7666947999999
"466",466,"2015-01-01_00:00:00",41.876305,-87.637878,268.027832,254.79837,33.85273,100050.296875,0,0,182.030518,0,0,242.615173,8.208611,0,NA,"41.876305 -87.637878",22.7800976
"467",467,"2015-01-01_00:00:00",41.876305,-87.636749,268.035461,254.802505,33.835247,100057.0625,0,0,182.023056,0,0,242.423477,8.159064,0,NA,"41.876305 -87.636749",22.7938298
"468",468,"2015-01-01_00:00:00",41.876308,-87.63562,268.042206,254.806259,33.820251,100063.546875,0,0,182.005035,0,0,242.246704,8.111708,0,NA,"41.876308 -87.63562",22.8059708
"469",469,"2015-01-01_00:00:00",41.87632,-87.63446,268.049652,254.810349,33.803448,100070.007812,0,0,181.991302,0,0,242.058197,8.064125,0,NA,"41.87632 -87.63446",22.8193735999999
"470",470,"2015-01-01_00:00:00",41.876328,-87.633331,268.056885,254.814316,33.787144,100076.289062,0,0,181.978561,0,0,241.870621,8.014166,0,NA,"41.876328 -87.633331",22.832393
"471",471,"2015-01-01_00:00:00",41.876331,-87.632202,268.06427,254.818375,33.770523,100082.453125,0,0,181.964218,0,0,241.685089,7.966061,0,NA,"41.876331 -87.632202",22.8456860000001
"472",472,"2015-01-01_00:00:00",41.876339,-87.631042,268.071747,254.822479,33.75367,100088.554688,0,0,181.95343,0,0,241.489883,7.916586,0,NA,"41.876339 -87.631042",22.8591446
"473",473,"2015-01-01_00:00:00",41.876343,-87.629913,268.076996,254.825516,33.742588,100094.703125,0,0,181.943817,0,0,241.294754,7.862334,0,NA,"41.876343 -87.629913",22.8685928
"474",474,"2015-01-01_00:00:00",41.87635,-87.628784,268.083191,254.829025,33.729206,100100.890625,0,0,181.930817,0,0,241.089691,7.813591,0,NA,"41.87635 -87.628784",22.8797438
"475",475,"2015-01-01_00:00:00",41.876358,-87.627625,268.091431,254.833572,33.710728,100107.429688,0,0,181.918732,0,0,240.918869,7.767686,0,NA,"41.876358 -87.627625",22.8945758
"476",476,"2015-01-01_00:00:00",41.876369,-87.626495,268.098724,254.837692,33.694859,100114.234375,0,0,181.910812,0,0,240.728806,7.727075,0,NA,"41.876369 -87.626495",22.9077032
"477",477,"2015-01-01_00:00:00",41.876373,-87.625336,268.105438,254.841614,33.680908,100121.53125,0,0,181.900543,0,0,240.552124,7.684541,0,NA,"41.876373 -87.625336",22.9197884
"478",478,"2015-01-01_00:00:00",41.876381,-87.624207,268.113617,254.846283,33.663326,100129,0,0,181.887939,0,0,240.334305,7.63898,0,NA,"41.876381 -87.624207",22.9345106
"479",479,"2015-01-01_00:00:00",41.876381,-87.623047,268.122681,254.851379,33.643459,100136.8125,0,0,181.878342,0,0,240.140182,7.593522,0,NA,"41.876381 -87.623047",22.9508258
"480",480,"2015-01-01_00:00:00",41.876385,-87.621918,268.13089,254.856033,33.625725,100144.765625,0,0,181.868561,0,0,239.970398,7.550586,0,NA,"41.876385 -87.621918",22.965602
"481",481,"2015-01-01_00:00:00",41.8764,-87.620789,268.138855,254.860672,33.609077,100153.203125,0,0,181.853851,0,0,239.815582,7.515993,0,NA,"41.8764 -87.620789",22.9799389999999
"482",482,"2015-01-01_00:00:00",41.8764,-87.619629,268.146332,254.865112,33.593903,100161.6875,0,0,181.839676,0,0,239.658539,7.481417,0,NA,"41.8764 -87.619629",22.9933975999999
"483",483,"2015-01-01_00:00:00",41.876404,-87.6185,268.152954,254.869156,33.581028,100170.351562,0,0,181.82576,0,0,239.506348,7.444003,0,NA,"41.876404 -87.6185",23.0053172
"484",484,"2015-01-01_00:00:00",41.876419,-87.617371,268.159851,254.873383,33.56765,100178.835938,0,0,181.811142,0,0,239.331223,7.408303,0,NA,"41.876419 -87.617371",23.0177318
"485",485,"2015-01-01_00:00:00",41.877129,-87.641327,268.004486,254.784973,33.90242,100027.796875,0,0,182.059418,0,0,243.238251,8.370308,0,NA,"41.877129 -87.641327",22.7380748
"486",486,"2015-01-01_00:00:00",41.877132,-87.640167,268.01181,254.78894,33.885666,100035.242188,0,0,182.047455,0,0,243.049271,8.32096,0,NA,"41.877132 -87.640167",22.7512580000001
"487",487,"2015-01-01_00:00:00",41.877136,-87.639038,268.019501,254.793106,33.868023,100042.523438,0,0,182.037872,0,0,242.854858,8.27153,0,NA,"41.877136 -87.639038",22.7651018
"488",488,"2015-01-01_00:00:00",41.877151,-87.637878,268.028107,254.797668,33.847847,100049.421875,0,0,182.027908,0,0,242.664642,8.218379,0,NA,"41.877151 -87.637878",22.7805926
"489",489,"2015-01-01_00:00:00",41.877151,-87.636749,268.035034,254.801437,33.832016,100056.09375,0,0,182.019592,0,0,242.479507,8.16825,0,NA,"41.877151 -87.636749",22.7930612
"490",490,"2015-01-01_00:00:00",41.877163,-87.63562,268.04126,254.804916,33.818256,100062.65625,0,0,182.001038,0,0,242.290344,8.122069,0,NA,"41.877163 -87.63562",22.804268
"491",491,"2015-01-01_00:00:00",41.877167,-87.63446,268.04953,254.809372,33.799175,100069.195312,0,0,181.990662,0,0,242.11348,8.071195,0,NA,"41.877167 -87.63446",22.819154
"492",492,"2015-01-01_00:00:00",41.877178,-87.633331,268.057129,254.813477,33.781708,100075.320312,0,0,181.981598,0,0,241.932419,8.020725,0,NA,"41.877178 -87.633331",22.8328321999999
"493",493,"2015-01-01_00:00:00",41.877186,-87.632202,268.063477,254.817017,33.767715,100081.515625,0,0,181.965012,0,0,241.761536,7.974966,0,NA,"41.877186 -87.632202",22.8442585999999
"494",494,"2015-01-01_00:00:00",41.877186,-87.631042,268.07019,254.820724,33.752701,100087.585938,0,0,181.953674,0,0,241.567093,7.926124,0,NA,"41.877186 -87.631042",22.856342
"495",495,"2015-01-01_00:00:00",41.87719,-87.629913,268.075775,254.823883,33.740551,100093.765625,0,0,181.940613,0,0,241.362732,7.876439,0,NA,"41.87719 -87.629913",22.866395
