"","OID","Time_UTC","Lat","Lon","Temp.K.","DewPoint.K.","RelHumid","Pressure","RadDir.Wm.2.","RadDiff.Wm.2.","LWRad","SWNorm","SWRad","WindDir.from.","WindSpeed.ms.1.","SnowDepth.cm.","x","coord","T_F"
"212",212,"2015-01-01_00:00:00",41.866177,-87.626373,268.063446,254.843918,33.902374,100127.257812,0,0,181.838303,0,0,239.512665,7.571774,0,NA,"41.866177 -87.626373",22.8442028
"213",213,"2015-01-01_00:00:00",41.86618,-87.625244,268.069611,254.848007,33.892014,100134.859375,0,0,181.823563,0,0,239.324463,7.541124,0,NA,"41.86618 -87.625244",22.8552998
"214",214,"2015-01-01_00:00:00",41.866192,-87.624084,268.075592,254.852051,33.882275,100142.742188,0,0,181.808517,0,0,239.108139,7.507893,0,NA,"41.866192 -87.624084",22.8660656
"215",215,"2015-01-01_00:00:00",41.866196,-87.622955,268.08078,254.855713,33.874687,100151.171875,0,0,181.790756,0,0,238.890457,7.474317,0,NA,"41.866196 -87.622955",22.875404
"216",216,"2015-01-01_00:00:00",41.866203,-87.621826,268.085785,254.859299,33.86758,100159.453125,0,0,181.776703,0,0,238.704758,7.445172,0,NA,"41.866203 -87.621826",22.884413
"217",217,"2015-01-01_00:00:00",41.866207,-87.620667,268.092133,254.863556,33.857124,100168,0,0,181.760727,0,0,238.548798,7.422846,0,NA,"41.866207 -87.620667",22.8958394
"218",218,"2015-01-01_00:00:00",41.866215,-87.619537,268.100067,254.868561,33.842503,100176.515625,0,0,181.740448,0,0,238.37442,7.40203,0,NA,"41.866215 -87.619537",22.9101206
"219",219,"2015-01-01_00:00:00",41.866226,-87.618408,268.106964,254.873093,33.830639,100185.304688,0,0,181.721115,0,0,238.238617,7.370944,0,NA,"41.866226 -87.618408",22.9225352
"220",220,"2015-01-01_00:00:00",41.866226,-87.617249,268.110352,254.8759,33.827721,100193.804688,0,0,181.704315,0,0,238.062408,7.345106,0,NA,"41.866226 -87.617249",22.9286336
"221",221,"2015-01-01_00:00:00",41.866947,-87.641205,268.000458,254.798248,33.988983,100037.65625,0,0,182.054962,0,0,242.5737,8.191856,0,NA,"41.866947 -87.641205",22.7308244
"222",222,"2015-01-01_00:00:00",41.866947,-87.640076,268.006744,254.802216,33.977337,100045.210938,0,0,182.0401,0,0,242.355682,8.132498,0,NA,"41.866947 -87.640076",22.7421392000001
"223",223,"2015-01-01_00:00:00",41.866955,-87.638916,268.014771,254.806992,33.961128,100052.648438,0,0,182.024323,0,0,242.148239,8.076086,0,NA,"41.866955 -87.638916",22.7565878
"224",224,"2015-01-01_00:00:00",41.866962,-87.637787,268.021576,254.811172,33.947998,100059.84375,0,0,182.008743,0,0,241.890289,8.025792,0,NA,"41.866962 -87.637787",22.7688368
"225",225,"2015-01-01_00:00:00",41.86697,-87.636658,268.027588,254.815002,33.937038,100066.960938,0,0,181.997711,0,0,241.634216,7.971442,0,NA,"41.86697 -87.636658",22.7796584
"226",226,"2015-01-01_00:00:00",41.866982,-87.635498,268.032898,254.818512,33.928036,100073.734375,0,0,181.986435,0,0,241.401733,7.922263,0,NA,"41.866982 -87.635498",22.7892164
"227",227,"2015-01-01_00:00:00",41.866982,-87.634369,268.037292,254.821579,33.921459,100080.257812,0,0,181.970062,0,0,241.173492,7.879017,0,NA,"41.866982 -87.634369",22.7971256
"228",228,"2015-01-01_00:00:00",41.866985,-87.63324,268.042358,254.824997,33.913219,100086.59375,0,0,181.953354,0,0,240.947678,7.828579,0,NA,"41.866985 -87.63324",22.8062444
"229",229,"2015-01-01_00:00:00",41.866989,-87.63208,268.047974,254.828705,33.903618,100092.929688,0,0,181.936661,0,0,240.754974,7.779186,0,NA,"41.866989 -87.63208",22.8163532
"230",230,"2015-01-01_00:00:00",41.867001,-87.630951,268.051758,254.831528,33.898857,100099.117188,0,0,181.918243,0,0,240.522247,7.734774,0,NA,"41.867001 -87.630951",22.8231644
"231",231,"2015-01-01_00:00:00",41.867004,-87.629822,268.055878,254.834564,33.893406,100105.5625,0,0,181.902512,0,0,240.285126,7.689339,0,NA,"41.867004 -87.629822",22.8305804
"232",232,"2015-01-01_00:00:00",41.867012,-87.628662,268.061127,254.838135,33.885014,100112.078125,0,0,181.884827,0,0,240.067719,7.649699,0,NA,"41.867012 -87.628662",22.8400286
"233",233,"2015-01-01_00:00:00",41.867016,-87.627533,268.066345,254.841705,33.876778,100118.898438,0,0,181.86586,0,0,239.830933,7.609495,0,NA,"41.867016 -87.627533",22.849421
"234",234,"2015-01-01_00:00:00",41.867023,-87.626404,268.070374,254.844711,33.871696,100125.96875,0,0,181.849609,0,0,239.594223,7.573242,0,NA,"41.867023 -87.626404",22.8566732
"235",235,"2015-01-01_00:00:00",41.867039,-87.625244,268.0755,254.848297,33.864017,100133.539062,0,0,181.836624,0,0,239.382614,7.536984,0,NA,"41.867039 -87.625244",22.8659
"236",236,"2015-01-01_00:00:00",41.867043,-87.624115,268.081177,254.852188,33.855057,100141.359375,0,0,181.820831,0,0,239.183609,7.498788,0,NA,"41.867043 -87.624115",22.8761186
"237",237,"2015-01-01_00:00:00",41.867046,-87.622986,268.085785,254.855576,33.84893,100149.648438,0,0,181.804459,0,0,238.990112,7.468097,0,NA,"41.867046 -87.622986",22.884413
"238",238,"2015-01-01_00:00:00",41.867054,-87.621826,268.090485,254.859039,33.842766,100158.140625,0,0,181.790665,0,0,238.796036,7.438178,0,NA,"41.867054 -87.621826",22.892873
"239",239,"2015-01-01_00:00:00",41.867065,-87.620697,268.09729,254.863525,33.831161,100166.609375,0,0,181.770004,0,0,238.61586,7.411814,0,NA,"41.867065 -87.620697",22.9051219999999
"240",240,"2015-01-01_00:00:00",41.867065,-87.619568,268.104797,254.868347,33.81776,100175.171875,0,0,181.748627,0,0,238.463531,7.385003,0,NA,"41.867065 -87.619568",22.9186346
"241",241,"2015-01-01_00:00:00",41.867065,-87.618408,268.110474,254.872314,33.8092,100183.984375,0,0,181.731293,0,0,238.288361,7.356845,0,NA,"41.867065 -87.618408",22.9288532
"242",242,"2015-01-01_00:00:00",41.867065,-87.617279,268.114532,254.875488,33.80481,100192.617188,0,0,181.712708,0,0,238.119476,7.33106,0,NA,"41.867065 -87.617279",22.9361576
"243",243,"2015-01-01_00:00:00",41.86779,-87.641235,268.003815,254.797882,33.97036,100036.703125,0,0,182.057022,0,0,242.670059,8.206775,0,NA,"41.86779 -87.641235",22.736867
"244",244,"2015-01-01_00:00:00",41.867798,-87.640076,268.009949,254.801712,33.958836,100044.257812,0,0,182.042114,0,0,242.440048,8.148155,0,NA,"41.867798 -87.640076",22.7479082
"245",245,"2015-01-01_00:00:00",41.867798,-87.638947,268.016449,254.805725,33.946415,100051.554688,0,0,182.027069,0,0,242.23468,8.097769,0,NA,"41.867798 -87.638947",22.7596082000001
"246",246,"2015-01-01_00:00:00",41.867809,-87.637817,268.02243,254.809494,33.935318,100058.710938,0,0,182.011505,0,0,242.006424,8.045798,0,NA,"41.867809 -87.637817",22.7703739999999
"247",247,"2015-01-01_00:00:00",41.867813,-87.636658,268.028931,254.813492,33.92281,100065.765625,0,0,182.00087,0,0,241.74292,7.99018,0,NA,"41.867813 -87.636658",22.7820758
"248",248,"2015-01-01_00:00:00",41.867821,-87.635529,268.03595,254.817764,33.909046,100072.554688,0,0,181.98613,0,0,241.49176,7.941422,0,NA,"41.867821 -87.635529",22.79471
"249",249,"2015-01-01_00:00:00",41.867832,-87.634369,268.041901,254.821548,33.898228,100079.148438,0,0,181.971497,0,0,241.28299,7.892453,0,NA,"41.867832 -87.634369",22.8054218
"250",250,"2015-01-01_00:00:00",41.867832,-87.63324,268.046478,254.824677,33.890987,100085.453125,0,0,181.961609,0,0,241.049942,7.838822,0,NA,"41.867832 -87.63324",22.8136603999999
"251",251,"2015-01-01_00:00:00",41.867847,-87.632111,268.052094,254.828323,33.881168,100091.726562,0,0,181.940826,0,0,240.827438,7.792491,0,NA,"41.867847 -87.632111",22.8237692
"252",252,"2015-01-01_00:00:00",41.867851,-87.630951,268.057404,254.831863,33.872276,100097.992188,0,0,181.923676,0,0,240.64267,7.748791,0,NA,"41.867851 -87.630951",22.8333272
"253",253,"2015-01-01_00:00:00",41.867859,-87.629822,268.060974,254.834579,33.868053,100104.3125,0,0,181.908829,0,0,240.380661,7.70067,0,NA,"41.867859 -87.629822",22.8397532
"254",254,"2015-01-01_00:00:00",41.867863,-87.628662,268.066345,254.838196,33.85923,100110.828125,0,0,181.892899,0,0,240.166428,7.656197,0,NA,"41.867863 -87.628662",22.849421
"255",255,"2015-01-01_00:00:00",41.86787,-87.627533,268.07254,254.842209,33.848324,100117.617188,0,0,181.87735,0,0,239.945038,7.616955,0,NA,"41.86787 -87.627533",22.860572
"256",256,"2015-01-01_00:00:00",41.86787,-87.626404,268.076874,254.845337,33.842335,100124.679688,0,0,181.862213,0,0,239.700775,7.575788,0,NA,"41.86787 -87.626404",22.8683732
"257",257,"2015-01-01_00:00:00",41.867878,-87.625244,268.081451,254.848663,33.836044,100132.203125,0,0,181.845108,0,0,239.489655,7.534613,0,NA,"41.867878 -87.625244",22.8766118
"258",258,"2015-01-01_00:00:00",41.867886,-87.624115,268.087524,254.852722,33.826,100140.085938,0,0,181.828522,0,0,239.267136,7.497306,0,NA,"41.867886 -87.624115",22.8875431999999
"259",259,"2015-01-01_00:00:00",41.867897,-87.622986,268.092194,254.85614,33.81974,100148.398438,0,0,181.812454,0,0,239.072983,7.462201,0,NA,"41.867897 -87.622986",22.8959492
"260",260,"2015-01-01_00:00:00",41.867905,-87.621826,268.095978,254.859161,33.815945,100156.742188,0,0,181.794647,0,0,238.890076,7.430244,0,NA,"41.867905 -87.621826",22.9027604
"261",261,"2015-01-01_00:00:00",41.867908,-87.620697,268.102173,254.863373,33.805996,100165.382812,0,0,181.776581,0,0,238.711868,7.402591,0,NA,"41.867908 -87.620697",22.9139114
"262",262,"2015-01-01_00:00:00",41.867912,-87.619568,268.108704,254.867752,33.795219,100173.898438,0,0,181.760071,0,0,238.558685,7.374916,0,NA,"41.867912 -87.619568",22.9256672
"263",263,"2015-01-01_00:00:00",41.867924,-87.618408,268.1138,254.871445,33.788254,100182.71875,0,0,181.742569,0,0,238.362839,7.348076,0,NA,"41.867924 -87.618408",22.9348400000001
"264",264,"2015-01-01_00:00:00",41.867928,-87.617279,268.119019,254.875214,33.780949,100191.304688,0,0,181.720306,0,0,238.1819,7.318081,0,NA,"41.867928 -87.617279",22.9442342
"265",265,"2015-01-01_00:00:00",41.868641,-87.641235,268.007324,254.79776,33.952171,100035.804688,0,0,182.058136,0,0,242.754959,8.226047,0,NA,"41.868641 -87.641235",22.7431832
"266",266,"2015-01-01_00:00:00",41.868649,-87.640076,268.013855,254.801682,33.939148,100043.234375,0,0,182.049866,0,0,242.510895,8.170428,0,NA,"41.868649 -87.640076",22.754939
"267",267,"2015-01-01_00:00:00",41.868656,-87.638947,268.019958,254.805466,33.927505,100050.484375,0,0,182.034409,0,0,242.304916,8.115688,0,NA,"41.868656 -87.638947",22.7659244
"268",268,"2015-01-01_00:00:00",41.868671,-87.637817,268.025574,254.809021,33.917252,100057.617188,0,0,182.018524,0,0,242.109848,8.064984,0,NA,"41.868671 -87.637817",22.7760332
"269",269,"2015-01-01_00:00:00",41.868671,-87.636658,268.030548,254.812271,33.908623,100064.6875,0,0,182.005096,0,0,241.86293,8.01359,0,NA,"41.868671 -87.636658",22.7849864
"270",270,"2015-01-01_00:00:00",41.868675,-87.635529,268.038055,254.816711,33.893314,100071.40625,0,0,181.991806,0,0,241.60968,7.9598,0,NA,"41.868675 -87.635529",22.798499
"271",271,"2015-01-01_00:00:00",41.868675,-87.634399,268.045441,254.821136,33.878448,100078.03125,0,0,181.977753,0,0,241.386765,7.908279,0,NA,"41.868675 -87.634399",22.8117938
"272",272,"2015-01-01_00:00:00",41.868679,-87.63324,268.05011,254.824249,33.870674,100084.3125,0,0,181.9655,0,0,241.164688,7.857674,0,NA,"41.868679 -87.63324",22.820198
"273",273,"2015-01-01_00:00:00",41.86869,-87.632111,268.055328,254.827667,33.861713,100090.640625,0,0,181.949203,0,0,240.895615,7.809669,0,NA,"41.86869 -87.632111",22.8295904
"274",274,"2015-01-01_00:00:00",41.868694,-87.630981,268.061584,254.831604,33.850136,100096.875,0,0,181.934219,0,0,240.70224,7.763256,0,NA,"41.868694 -87.630981",22.8408512
"275",275,"2015-01-01_00:00:00",41.86871,-87.629822,268.065674,254.834534,33.84433,100103.21875,0,0,181.916992,0,0,240.499466,7.71435,0,NA,"41.86871 -87.629822",22.8482132
"276",276,"2015-01-01_00:00:00",41.86871,-87.628693,268.069855,254.83754,33.838459,100109.59375,0,0,181.899796,0,0,240.272568,7.669363,0,NA,"41.86871 -87.628693",22.855739
"277",277,"2015-01-01_00:00:00",41.868717,-87.627563,268.076477,254.841736,33.826279,100116.40625,0,0,181.885422,0,0,240.059387,7.627532,0,NA,"41.868717 -87.627563",22.8676586
"278",278,"2015-01-01_00:00:00",41.868725,-87.626404,268.081787,254.845306,33.817619,100123.484375,0,0,181.870483,0,0,239.842773,7.580966,0,NA,"41.868725 -87.626404",22.8772166000001
"279",279,"2015-01-01_00:00:00",41.868732,-87.625275,268.087097,254.848953,33.809307,100131.109375,0,0,181.853943,0,0,239.620941,7.537921,0,NA,"41.868732 -87.625275",22.8867746
"280",280,"2015-01-01_00:00:00",41.868736,-87.624146,268.09314,254.852997,33.799252,100138.851562,0,0,181.83847,0,0,239.402557,7.496262,0,NA,"41.868736 -87.624146",22.897652
"281",281,"2015-01-01_00:00:00",41.868748,-87.622986,268.099518,254.857224,33.788502,100147.164062,0,0,181.82077,0,0,239.193771,7.459525,0,NA,"41.868748 -87.622986",22.9091324
"282",282,"2015-01-01_00:00:00",41.868752,-87.621857,268.103577,254.860336,33.783794,100155.453125,0,0,181.804901,0,0,239.00885,7.426752,0,NA,"41.868752 -87.621857",22.9164385999999
"283",283,"2015-01-01_00:00:00",41.868763,-87.620728,268.107788,254.863586,33.779026,100164.03125,0,0,181.791321,0,0,238.815308,7.395416,0,NA,"41.868763 -87.620728",22.9240184
"284",284,"2015-01-01_00:00:00",41.868771,-87.619568,268.114105,254.867889,33.768894,100172.65625,0,0,181.768829,0,0,238.640076,7.368516,0,NA,"41.868771 -87.619568",22.935389
"285",285,"2015-01-01_00:00:00",41.868771,-87.618439,268.120544,254.872253,33.758514,100181.421875,0,0,181.74852,0,0,238.457855,7.339355,0,NA,"41.868771 -87.618439",22.9469792
"286",286,"2015-01-01_00:00:00",41.868774,-87.617279,268.125641,254.875931,33.751465,100189.945312,0,0,181.729202,0,0,238.258591,7.3077,0,NA,"41.868774 -87.617279",22.9561537999999
"287",287,"2015-01-01_00:00:00",41.869484,-87.641235,268.00827,254.79657,33.941536,100034.929688,0,0,182.065735,0,0,242.851562,8.25008,0,NA,"41.869484 -87.641235",22.744886
"288",288,"2015-01-01_00:00:00",41.869492,-87.640106,268.015137,254.800613,33.927361,100042.382812,0,0,182.054779,0,0,242.611176,8.188476,0,NA,"41.869492 -87.640106",22.7572466
"289",289,"2015-01-01_00:00:00",41.869495,-87.638947,268.022461,254.804886,33.912155,100049.632812,0,0,182.041672,0,0,242.384125,8.134177,0,NA,"41.869495 -87.638947",22.7704298
"290",290,"2015-01-01_00:00:00",41.869514,-87.637817,268.02948,254.809067,33.897903,100056.671875,0,0,182.028015,0,0,242.205322,8.084966,0,NA,"41.869514 -87.637817",22.783064
"291",291,"2015-01-01_00:00:00",41.869514,-87.636688,268.034576,254.812332,33.888805,100063.71875,0,0,182.013397,0,0,241.978073,8.031982,0,NA,"41.869514 -87.636688",22.7922368
"292",292,"2015-01-01_00:00:00",41.869518,-87.635529,268.040131,254.815826,33.878456,100070.515625,0,0,181.996872,0,0,241.745682,7.976896,0,NA,"41.869518 -87.635529",22.8022357999999
"293",293,"2015-01-01_00:00:00",41.869526,-87.634399,268.047272,254.820053,33.863918,100077.085938,0,0,181.981781,0,0,241.521744,7.924778,0,NA,"41.869526 -87.634399",22.8150896
"294",294,"2015-01-01_00:00:00",41.86953,-87.63324,268.052765,254.823517,33.853729,100083.398438,0,0,181.966934,0,0,241.279953,7.877945,0,NA,"41.86953 -87.63324",22.824977
"295",295,"2015-01-01_00:00:00",41.869537,-87.632111,268.057983,254.826889,33.844513,100089.648438,0,0,181.953629,0,0,241.029327,7.829282,0,NA,"41.869537 -87.632111",22.8343694
"296",296,"2015-01-01_00:00:00",41.869549,-87.630981,268.063721,254.830536,33.834068,100095.828125,0,0,181.938065,0,0,240.79335,7.77719,0,NA,"41.869549 -87.630981",22.8446977999999
"297",297,"2015-01-01_00:00:00",41.86956,-87.629822,268.068756,254.833862,33.825527,100102.148438,0,0,181.927078,0,0,240.597763,7.726635,0,NA,"41.86956 -87.629822",22.8537608
"298",298,"2015-01-01_00:00:00",41.869564,-87.628693,268.073425,254.837051,33.818115,100108.539062,0,0,181.908737,0,0,240.389343,7.683568,0,NA,"41.869564 -87.628693",22.8621649999999
"299",299,"2015-01-01_00:00:00",41.869568,-87.627563,268.079132,254.84079,33.80825,100115.34375,0,0,181.895889,0,0,240.181244,7.636895,0,NA,"41.869568 -87.627563",22.8724376
"300",300,"2015-01-01_00:00:00",41.869568,-87.626404,268.085968,254.845062,33.795479,100122.390625,0,0,181.875717,0,0,239.963364,7.588816,0,NA,"41.869568 -87.626404",22.8847423999999
"301",301,"2015-01-01_00:00:00",41.869579,-87.625275,268.091675,254.848831,33.785812,100129.84375,0,0,181.860031,0,0,239.756989,7.54424,0,NA,"41.869579 -87.625275",22.895015
"302",302,"2015-01-01_00:00:00",41.869583,-87.624146,268.098083,254.853012,33.774612,100137.578125,0,0,181.848541,0,0,239.544296,7.50221,0,NA,"41.869583 -87.624146",22.9065494
"303",303,"2015-01-01_00:00:00",41.869591,-87.622986,268.105469,254.857681,33.761097,100145.828125,0,0,181.831711,0,0,239.311432,7.464668,0,NA,"41.869591 -87.622986",22.9198442000001
"304",304,"2015-01-01_00:00:00",41.869595,-87.621857,268.110657,254.861313,33.753284,100154.109375,0,0,181.815445,0,0,239.132477,7.427428,0,NA,"41.869595 -87.621857",22.9291826
"305",305,"2015-01-01_00:00:00",41.86961,-87.620728,268.115173,254.8647,33.747604,100162.742188,0,0,181.803177,0,0,238.964508,7.39472,0,NA,"41.86961 -87.620728",22.9373114000001
"306",306,"2015-01-01_00:00:00",41.869614,-87.619568,268.120239,254.868393,33.740765,100171.304688,0,0,181.779266,0,0,238.769363,7.364473,0,NA,"41.869614 -87.619568",22.9464302000001
"307",307,"2015-01-01_00:00:00",41.869617,-87.618439,268.127167,254.872986,33.729107,100180.046875,0,0,181.757828,0,0,238.580231,7.333507,0,NA,"41.869617 -87.618439",22.9589006
"308",308,"2015-01-01_00:00:00",41.869629,-87.61731,268.132507,254.87677,33.721348,100188.617188,0,0,181.739716,0,0,238.365082,7.304238,0,NA,"41.869629 -87.61731",22.9685125999999
"309",309,"2015-01-01_00:00:00",41.870342,-87.641235,268.008362,254.795135,33.933872,100034.070312,0,0,182.065247,0,0,242.937119,8.267311,0,NA,"41.870342 -87.641235",22.7450516
"310",310,"2015-01-01_00:00:00",41.870342,-87.640106,268.016754,254.79985,33.915493,100041.523438,0,0,182.057617,0,0,242.718094,8.208944,0,NA,"41.870342 -87.640106",22.7601572
"311",311,"2015-01-01_00:00:00",41.870346,-87.638977,268.023743,254.803925,33.900909,100048.890625,0,0,182.046097,0,0,242.479126,8.153666,0,NA,"41.870346 -87.638977",22.7727374
"312",312,"2015-01-01_00:00:00",41.870365,-87.637817,268.031525,254.808395,33.88435,100055.929688,0,0,182.032883,0,0,242.294098,8.101821,0,NA,"41.870365 -87.637817",22.786745
"313",313,"2015-01-01_00:00:00",41.870373,-87.636688,268.03894,254.812714,33.868858,100062.914062,0,0,182.018143,0,0,242.090546,8.050659,0,NA,"41.870373 -87.636688",22.8000920000001
"314",314,"2015-01-01_00:00:00",41.870373,-87.635559,268.044037,254.815918,33.859421,100069.648438,0,0,182.00441,0,0,241.864532,7.993591,0,NA,"41.870373 -87.635559",22.8092666
"315",315,"2015-01-01_00:00:00",41.870377,-87.634399,268.049286,254.819214,33.849644,100076.179688,0,0,181.985123,0,0,241.66333,7.94459,0,NA,"41.870377 -87.634399",22.8187148
"316",316,"2015-01-01_00:00:00",41.870377,-87.63327,268.05542,254.822937,33.837563,100082.476562,0,0,181.97023,0,0,241.423309,7.89948,0,NA,"41.870377 -87.63327",22.829756
"317",317,"2015-01-01_00:00:00",41.870388,-87.632141,268.061005,254.826416,33.827019,100088.65625,0,0,181.955307,0,0,241.183441,7.84373,0,NA,"41.870388 -87.632141",22.8398090000001
"318",318,"2015-01-01_00:00:00",41.870392,-87.630981,268.066406,254.829849,33.817181,100094.835938,0,0,181.942673,0,0,240.955383,7.789029,0,NA,"41.870392 -87.630981",22.8495308
"319",319,"2015-01-01_00:00:00",41.870399,-87.629852,268.07193,254.833374,33.807186,100101.140625,0,0,181.932938,0,0,240.735046,7.740273,0,NA,"41.870399 -87.629852",22.859474
"320",320,"2015-01-01_00:00:00",41.870407,-87.628723,268.076752,254.836563,33.799072,100107.515625,0,0,181.915955,0,0,240.517288,7.696104,0,NA,"41.870407 -87.628723",22.8681536
"321",321,"2015-01-01_00:00:00",41.870419,-87.627563,268.082275,254.840179,33.789516,100114.351562,0,0,181.901611,0,0,240.316162,7.649228,0,NA,"41.870419 -87.627563",22.878095
"322",322,"2015-01-01_00:00:00",41.870422,-87.626434,268.088501,254.844131,33.778156,100121.273438,0,0,181.884415,0,0,240.069122,7.602533,0,NA,"41.870422 -87.626434",22.8893018
"323",323,"2015-01-01_00:00:00",41.870434,-87.625275,268.094116,254.847809,33.76849,100128.640625,0,0,181.866577,0,0,239.861633,7.557053,0,NA,"41.870434 -87.625275",22.8994087999999
"324",324,"2015-01-01_00:00:00",41.870438,-87.624146,268.101318,254.85231,33.754955,100136.304688,0,0,181.8517,0,0,239.634705,7.518772,0,NA,"41.870438 -87.624146",22.9123724
"325",325,"2015-01-01_00:00:00",41.870438,-87.623016,268.108856,254.857025,33.74081,100144.453125,0,0,181.836838,0,0,239.416534,7.475175,0,NA,"41.870438 -87.623016",22.9259408
"326",326,"2015-01-01_00:00:00",41.870453,-87.621857,268.114502,254.86084,33.731689,100152.703125,0,0,181.821365,0,0,239.210678,7.431918,0,NA,"41.870453 -87.621857",22.9361036
"327",327,"2015-01-01_00:00:00",41.870457,-87.620728,268.120056,254.864685,33.72311,100161.289062,0,0,181.809814,0,0,239.056335,7.396794,0,NA,"41.870457 -87.620728",22.9461008
"328",328,"2015-01-01_00:00:00",41.870468,-87.619568,268.125092,254.868332,33.716221,100169.882812,0,0,181.788544,0,0,238.88414,7.367289,0,NA,"41.870468 -87.619568",22.9551656
"329",329,"2015-01-01_00:00:00",41.870468,-87.618439,268.131775,254.872803,33.705132,100178.742188,0,0,181.766052,0,0,238.694336,7.337275,0,NA,"41.870468 -87.618439",22.967195
"330",330,"2015-01-01_00:00:00",41.870472,-87.61731,268.137848,254.876923,33.695385,100187.335938,0,0,181.752975,0,0,238.475266,7.304452,0,NA,"41.870472 -87.61731",22.9781264
"331",331,"2015-01-01_00:00:00",41.871185,-87.641235,268.00769,254.793472,33.92889,100033.328125,0,0,182.069702,0,0,242.994888,8.285085,0,NA,"41.871185 -87.641235",22.743842
"332",332,"2015-01-01_00:00:00",41.871189,-87.640106,268.016968,254.798553,33.907959,100040.78125,0,0,182.058456,0,0,242.785416,8.228403,0,NA,"41.871189 -87.640106",22.7605424
"333",333,"2015-01-01_00:00:00",41.871197,-87.638977,268.023865,254.802536,33.893341,100048.085938,0,0,182.049576,0,0,242.569458,8.172071,0,NA,"41.871197 -87.638977",22.772957
"334",334,"2015-01-01_00:00:00",41.871204,-87.637817,268.031677,254.806976,33.876469,100055.15625,0,0,182.037766,0,0,242.357925,8.121394,0,NA,"41.871204 -87.637817",22.7870186
"335",335,"2015-01-01_00:00:00",41.871208,-87.636688,268.040161,254.811737,33.857891,100062.101562,0,0,182.022339,0,0,242.15686,8.068539,0,NA,"41.871208 -87.636688",22.8022898
"336",336,"2015-01-01_00:00:00",41.87122,-87.635559,268.046234,254.815353,33.845589,100068.820312,0,0,182.007751,0,0,241.924911,8.013776,0,NA,"41.87122 -87.635559",22.8132212
"337",337,"2015-01-01_00:00:00",41.871223,-87.634399,268.051636,254.81868,33.835209,100075.4375,0,0,181.991425,0,0,241.718765,7.967956,0,NA,"41.871223 -87.634399",22.8229448
"338",338,"2015-01-01_00:00:00",41.871231,-87.63327,268.057281,254.822113,33.824192,100081.703125,0,0,181.973312,0,0,241.540955,7.917095,0,NA,"41.871231 -87.63327",22.8331058
"339",339,"2015-01-01_00:00:00",41.871239,-87.632141,268.062988,254.825592,33.812984,100087.828125,0,0,181.960159,0,0,241.314362,7.858492,0,NA,"41.871239 -87.632141",22.8433784
"340",340,"2015-01-01_00:00:00",41.871246,-87.630981,268.068787,254.829132,33.80175,100093.828125,0,0,181.945953,0,0,241.080322,7.805727,0,NA,"41.871246 -87.630981",22.8538166
"341",341,"2015-01-01_00:00:00",41.871254,-87.629852,268.074554,254.832733,33.790871,100100.070312,0,0,181.934723,0,0,240.854935,7.759624,0,NA,"41.871254 -87.629852",22.8641972
"342",342,"2015-01-01_00:00:00",41.871258,-87.628723,268.079468,254.835938,33.782375,100106.609375,0,0,181.9189,0,0,240.629303,7.714004,0,NA,"41.871258 -87.628723",22.8730424
"343",343,"2015-01-01_00:00:00",41.871262,-87.627563,268.085266,254.839615,33.771755,100113.28125,0,0,181.904068,0,0,240.423645,7.667572,0,NA,"41.871262 -87.627563",22.8834788
"344",344,"2015-01-01_00:00:00",41.871277,-87.626434,268.091675,254.843613,33.759678,100120.195312,0,0,181.887207,0,0,240.202515,7.619198,0,NA,"41.871277 -87.626434",22.895015
"345",345,"2015-01-01_00:00:00",41.871277,-87.625305,268.09729,254.84726,33.749832,100127.578125,0,0,181.869598,0,0,239.983032,7.574946,0,NA,"41.871277 -87.625305",22.9051219999999
"346",346,"2015-01-01_00:00:00",41.871284,-87.624146,268.103149,254.851059,33.739574,100135.171875,0,0,181.856537,0,0,239.753571,7.533359,0,NA,"41.871284 -87.624146",22.9156682
"347",347,"2015-01-01_00:00:00",41.871284,-87.623016,268.110291,254.855545,33.726273,100143.242188,0,0,181.846878,0,0,239.527054,7.485523,0,NA,"41.871284 -87.623016",22.9285238000001
"348",348,"2015-01-01_00:00:00",41.871296,-87.621887,268.117462,254.860077,33.713108,100151.539062,0,0,181.831451,0,0,239.309219,7.442547,0,NA,"41.871296 -87.621887",22.9414316
"349",349,"2015-01-01_00:00:00",41.8713,-87.620728,268.122955,254.863846,33.704433,100160.03125,0,0,181.816299,0,0,239.144318,7.407732,0,NA,"41.8713 -87.620728",22.951319
"350",350,"2015-01-01_00:00:00",41.8713,-87.619598,268.128632,254.867737,33.695564,100168.539062,0,0,181.795944,0,0,238.981644,7.376899,0,NA,"41.8713 -87.619598",22.9615376
"351",351,"2015-01-01_00:00:00",41.871307,-87.618469,268.135498,254.872253,33.683781,100177.320312,0,0,181.781067,0,0,238.790985,7.343922,0,NA,"41.871307 -87.618469",22.9738963999999
"352",352,"2015-01-01_00:00:00",41.871323,-87.61731,268.141632,254.876389,33.673794,100185.914062,0,0,181.763565,0,0,238.592377,7.308662,0,NA,"41.871323 -87.61731",22.9849376
"353",353,"2015-01-01_00:00:00",41.872032,-87.641266,268.007538,254.792145,33.923027,100032.5625,0,0,182.073822,0,0,243.028961,8.302767,0,NA,"41.872032 -87.641266",22.7435684
